Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Dummy 1,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Dummy 2,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Dummy 3,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill,,
T59-B01,WT-116:S004,galvin,james,10,BLK:01 PLN:10 POS:08,MFV 03576,234.80,2/7/2013 14:26,2/7/2013 16:01,1:35:24,y,,,,0.00,234.80,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:10 POS:08,MFV 03576,0,2/20/2013 14:17,2/20/2013 14:17,,y,ok,,,0.00,0.00,T64-B13,WT-163:S066,wood,blackmer,9,BLK:01 PLN:10 POS:08,MFV 03576,9,5/6/2014 12:23,5/6/2014 12:59,0:35:50,,"6"" low",,,0.00,9.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,136,MFV 03576,BLK:01 PLN:10 POS:08,243.80,,
T59-B01,WT-166:S004,daniel,jason,10,BLK:01 PLN:10 POS:09,MFV 00510,248.10,2/8/2013 1:13,2/8/2013 2:57,1:44:47,y,,,,0.00,248.10,T59-B01,WT-166:S006,galvin,james,4,BLK:01 PLN:10 POS:09,MFV 00510,1.7,2/20/2013 11:50,2/20/2013 11:55,0:05:37,y,,,,0.00,1.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,155,MFV 00510,BLK:01 PLN:10 POS:09,249.80,,
T59-B01,WT-169:S004,galvin,james,10,BLK:01 PLN:10 POS:10,MFV 01129,248.50,2/8/2013 13:02,2/8/2013 14:50,1:47:47,y,,,,0.00,248.50,T59-B01,WT-166:S006,galvin,james,4,BLK:01 PLN:10 POS:10,MFV 01129,1.4,2/20/2013 10:43,2/20/2013 10:47,0:03:55,y,,,,0.00,1.40,T64-B13,WT-163:S066,wood,blackmer,4,BLK:01 PLN:10 POS:10,MFV 01129,1.3,5/5/2014 13:13,5/5/2014 13:21,0:08:31,,"1/4"" low",,,0.00,1.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,170,MFV 01129,BLK:01 PLN:10 POS:10,251.20,,
T59-B01,WT-169:S004,daniel,jason,10,BLK:01 PLN:10 POS:11,MFV 03651,236.50,2/11/2013 23:28,2/12/2013 1:38,2:10:12,y,,,,0.00,236.50,T59-B01,WT-166:S006,galvin,james,4,BLK:01 PLN:10 POS:11,MFV 03651,1.5,2/20/2013 8:51,2/20/2013 8:58,0:07:08,y,,,,0.00,1.50,T64-B13,WT-163:S066,Trina,Perko,4,BLK:01 PLN:10 POS:11,MFV 03651,6.8,5/2/2014 11:20,5/2/2014 11:59,0:38:48,,"5 1/2""low",,,0.00,6.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,187,MFV 03651,BLK:01 PLN:10 POS:11,244.80,,
T64-B01,WT-169:S003,daniel,jason,10,BLK:01 PLN:12 POS:00,MFV 03443,108.60,1/31/13 13:29,1/31/13 16:39,3:10:58,,,T64-B01,WT-166:S003,118.10,226.70,T59-B01,WT-166:S006,galvin,james,4,BLK:01 PLN:12 POS:00,MFV 03443,1.2,2/21/2013 8:49,2/21/2013 8:53,0:03:34,y,,,,0.00,1.20,T64-B13,WT-163:SO66,Trina,BRENT,9,BLK:01 PLN:12 POS:00,MFV 03443,1.8,5/9/2014 15:38,5/9/2014 15:48,0:10:32,,"1/2""",,,0.00,1.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,7,MFV 03443,BLK:01 PLN:12 POS:00,229.70,,
T64-B01,WT-166:S003,james,galvin,10,BLK:01 PLN:12 POS:01,MFV 03534,234.40,1/31/13 21:55,1/31/13 23:22,1:27:34,,,,,0.00,234.40,T59-B01,WT-166:S006,daniel,jason,4,BLK:01 PLN:12 POS:01,MFV 03534,5.8,2/21/2013 2:23,2/21/2013 2:34,0:11:21,y,,,,0.00,5.80,T64-B13,WT-163:SO66,Trina,BRENT,9,BLK:01 PLN:12 POS:01,MFV 03534,6.6,5/9/2014 14:06,5/9/2014 14:23,0:16:12,,"1/4""",,,0.00,6.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,22,MFV 03534,BLK:01 PLN:12 POS:01,246.80,,
T64-B01,WT-164:S003,daniel,jason,10,BLK:01 PLN:12 POS:02,MFV 03458,227.20,2/1/13 14:32,2/1/13 16:33,2:01:23,,,,,0.00,227.20,T59-B01,WT-166:S006,daniel,jason,4,BLK:01 PLN:12 POS:02,MFV 03458,2.1,2/20/2013 23:26,2/20/2013 23:32,0:05:49,y,,,,0.00,2.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,39,MFV 03458,BLK:01 PLN:12 POS:02,229.30,,
T64-B01,WT-164:S003,daniel,jason,10,BLK:01 PLN:12 POS:03,MFV 03463,246.00,2/5/2013 1:10,2/5/2013 1:10,0:00:00,,Guess at volume to complete module,,,0.00,246.00,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:12 POS:03,MFV 03463,1.9,2/20/2013 22:02,2/20/2013 22:07,0:05:02,y,,,,0.00,1.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,55,MFV 03463,BLK:01 PLN:12 POS:03,247.90,,
T64-B01,WT-165:S003,galvin,james,10,BLK:01 PLN:12 POS:04,MFV 03531,245.20,2/5/2013 15:52,2/5/2013 18:54,3:01:38,Y,,,,0.00,245.20,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:12 POS:04,MFV 03531,1.5,2/20/2013 19:45,2/20/2013 19:50,0:04:59,y,,,,0.00,1.50,T64-B13,WT-163:SO66,LARRY,BRENT,9,BLK:01 PLN:12 POS:04,MFV 03531,1.5,5/8/2014 11:02,5/8/2014 11:09,0:06:53,,"3/4""",,,0.00,1.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,70,MFV 03531,BLK:01 PLN:12 POS:04,248.20,,
T64-B01,WT-165:S003,gary,jason,10,BLK:01 PLN:12 POS:05,MFV 03547,88.40,2/6/2013 2:35,2/6/2013 3:30,0:55:35,y,TANKER RAN OUT OF OIL,T59-B01,WT-163:S004,158.20,246.60,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:12 POS:05,MFV 03547,1.4,2/20/2013 18:02,2/20/2013 18:06,0:04:08,y,,,,0.00,1.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,86,MFV 03547,BLK:01 PLN:12 POS:05,248.00,,
T59-B01,WT-163:S004,daniel,jason,10,BLK:01 PLN:12 POS:06,MFV 01134,246.10,2/6/2013 18:26,2/6/2013 20:13,1:47:17,y,,,,0.00,246.10,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:12 POS:06,MFV 01134,1,2/20/2013 16:22,2/20/2013 16:25,0:03:02,y,,,,0.00,1.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,103,MFV 01134,BLK:01 PLN:12 POS:06,247.10,,
T59-B01,WT-116:S004,daniel,jason,10,BLK:01 PLN:12 POS:07,MFV 03727,245.60,2/7/2013 2:16,2/7/2013 7:35,5:18:30,y,,,,0.00,245.60,T59-B01,WT-166:S006,galvin,james,4,BLK:01 PLN:12 POS:07,MFV 03727,1.5,2/20/2013 15:04,2/20/2013 15:08,0:03:33,y,,,,0.00,1.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,119,MFV 03727,BLK:01 PLN:12 POS:07,247.10,,
T59-B01,WT-116:S004,galvin,james,10,BLK:01 PLN:12 POS:08,MFV 03505,246.60,2/7/2013 12:43,2/7/2013 14:25,1:42:02,y,,,,0.00,246.60,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:12 POS:08,MFV 03505,1.7,2/20/2013 14:13,2/20/2013 14:17,0:03:43,y,,,,0.00,1.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,133,MFV 03505,BLK:01 PLN:12 POS:08,248.30,,
T59-B01,WT-166:S004,daniel,jason,10,BLK:01 PLN:12 POS:09,MFV 01078,246.60,2/7/2013 23:19,2/8/2013 1:02,1:43:00,y,,,,0.00,246.60,T59-B01,WT-166:S006,galvin,james,4,BLK:01 PLN:12 POS:09,MFV 01078,2.9,2/20/2013 11:55,2/20/2013 12:02,0:06:43,y,,,,0.00,2.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,151,MFV 01078,BLK:01 PLN:12 POS:09,249.50,,
T59-B01,WT-166:S004,galvin,james,10,BLK:01 PLN:12 POS:10,MFV 01057,183.70,2/8/2013 10:03,2/8/2013 12:20,2:17:17,y,Tanker swap,T59-B01,WT-169:S004,76.30,260.00,T59-B01,WT-166:S006,galvin,james,4,BLK:01 PLN:12 POS:10,MFV 01057,2,2/20/2013 10:47,2/20/2013 10:54,0:06:59,y,,,,0.00,2.00,T64-B13,WT-163:S066,wood,blackmer,4,BLK:01 PLN:12 POS:10,MFV 01057,1.3,5/5/2014 13:22,5/5/2014 13:29,0:07:10,,"3/8"" low",,,0.00,1.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,166,MFV 01057,BLK:01 PLN:12 POS:10,263.30,,
T59-B01,WT-169:S004,daniel,jason,10,BLK:01 PLN:12 POS:11,MFV 03449,245.70,2/11/2013 21:24,2/11/2013 23:27,2:03:05,y,,,,0.00,245.70,T59-B01,WT-166:S006,galvin,james,4,BLK:01 PLN:12 POS:11,MFV 03449,1.3,2/20/2013 8:58,2/20/2013 9:03,0:04:57,y,,,,0.00,1.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,183,MFV 03449,BLK:01 PLN:12 POS:11,247.00,,
T64-B01,WT-169:S003,daniel,jason,10,BLK:01 PLN:14 POS:00, MFV 01241 ,249.40,1/31/13 8:47,1/31/13 13:29,4:42:20,,,,,0.00,249.40,T59-B01,WT-166:S006,galvin,james,4,BLK:01 PLN:14 POS:00,MFV 01241,1.9,2/21/2013 8:53,2/21/2013 8:57,0:04:16,y,,,,0.00,1.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,3,MFV 01241,BLK:01 PLN:14 POS:00,251.30,,
T64-B01,WT-166:S003,james,galvin,10,BLK:01 PLN:14 POS:01,MFV 03904,246.30,1/31/13 20:20,1/31/13 21:55,1:35:08,,,,,0.00,246.30,T59-B01,WT-166:S006,daniel,jason,4,BLK:01 PLN:14 POS:01,MFV 03904,1.8,2/21/2013 2:34,2/21/2013 2:38,0:03:57,y,,,,0.00,1.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,18,MFV 03904,BLK:01 PLN:14 POS:01,248.10,,
T64-B01,WT-166:S003,daniel,jason,10,BLK:01 PLN:14 POS:02,MFV 03883,88.00,2/1/13 10:34,2/1/13 14:32,3:58:37,,,T64-B01,WT-164:S003,159.40,247.40,T59-B01,WT-166:S006,daniel,jason,4,BLK:01 PLN:14 POS:02,MFV 03883,1.1,2/20/2013 23:32,2/20/2013 23:38,0:06:03,y,,,,0.00,1.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,35,MFV 03883,BLK:01 PLN:14 POS:02,248.50,,
T64-B01,WT-164:S003,daniel,jason,10,BLK:01 PLN:14 POS:03,MFV 03857,247.00,2/4/2013 23:26,2/5/2013 1:14,1:48:03,,,,,0.00,247.00,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:14 POS:03,MFV 03857,1.2,2/20/2013 22:07,2/20/2013 22:11,0:03:59,y,,,,0.00,1.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,50,MFV 03857,BLK:01 PLN:14 POS:03,248.20,,
T64-B01,WT-165:S003,galvin,james,10,BLK:01 PLN:14 POS:04,MFV 01008,243.60,2/5/2013 13:52,2/5/2013 15:52,2:00:09,y,,,,0.00,243.60,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:14 POS:04,MFV 01008,1.5,2/20/2013 19:50,2/20/2013 19:54,0:04:52,y,,,,0.00,1.50,T64-B13,WT-163:SO66,LARRY,BRENT,9,BLK:01 PLN:14 POS:04,MFV 01008,0.8,5/8/2014 10:55,5/8/2014 11:00,0:05:05,,"1/4""",,,0.00,0.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,66,MFV 01008,BLK:01 PLN:14 POS:04,245.90,,
T64-B01,WT-165:S003,gary,jason,10,BLK:01 PLN:14 POS:05,MFV 03498,245.90,2/6/2013 0:23,2/6/2013 2:34,2:11:07,y,,,,0.00,245.90,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:14 POS:05,MFV 03498,1.4,2/20/2013 18:06,2/20/2013 18:10,0:03:34,y,,,,0.00,1.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,83,MFV 03498,BLK:01 PLN:14 POS:05,247.30,,
T59-B01,WT-163:S004,galvin,james,10,BLK:01 PLN:14 POS:06,MFV 03863,245.20,2/6/2013 15:56,2/6/2013 18:16,2:20:22,y,,,,0.00,245.20,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:14 POS:06,MFV 03863,1.6,2/20/2013 16:17,2/20/2013 16:22,0:04:25,y,,,,0.00,1.60,T64-B13,WT-163:SO66,Trina,Larry,9,BLK:01 PLN:14 POS:06,MFV 03863,3.3,5/7/2014 9:57,5/7/2014 10:14,0:17:10,,"low1/4""",,,0.00,3.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,98,MFV 03863,BLK:01 PLN:14 POS:06,250.10,,
T59-B01,WT-163:S004,daniel,jason,10,BLK:01 PLN:14 POS:07,MFV 03541,91.10,2/6/2013 23:56,2/7/2013 0:38,0:42:27,y,tanker swap,T59-B01,WT-116:S004,152.80,243.90,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:14 POS:07,MFV 03541,0.3,2/20/2013 15:07,2/20/2013 15:08,0:01:13,y,,,,0.00,0.30,T64-B13,WT-163:SO66,Larry,Jay,4,BLK:01 PLN:14 POS:07,MFV 03541,8.3,5/12/2014 13:59,5/12/2014 14:15,0:15:24,,"1 3/8"" low",,,0.00,8.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,115,MFV 03541,BLK:01 PLN:14 POS:07,252.50,,
T59-B01,WT-116:S004,galvin,james,10,BLK:01 PLN:14 POS:08,MFV 03046,246.40,2/7/2013 11:04,2/7/2013 12:43,1:39:04,y,,,,0.00,246.40,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:14 POS:08,MFV 03046,1.2,2/20/2013 14:09,2/20/2013 14:13,0:04:05,y,,,,0.00,1.20,T64-B13,WT-163:S066,wood,blackmer,9,BLK:01 PLN:14 POS:08,MFV 03046,2.2,5/6/2014 13:00,5/6/2014 13:10,0:10:15,,"3/4"" low",,,0.00,2.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,129,MFV 03046,BLK:01 PLN:14 POS:08,249.80,,
T59-B01,WT-166:S004,daniel,jason,10,BLK:01 PLN:14 POS:09,MFV 03500,242.20,2/7/2013 21:35,2/7/2013 23:19,1:43:53,y,,,,0.00,242.20,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:14 POS:09,MFV 03500,0.9,2/20/2013 11:34,2/20/2013 11:37,0:02:38,y,,,,0.00,0.90,T64-B13,WT-163:S066,wood,blackmer,4,BLK:01 PLN:14 POS:09,MFV 03500,2.3,5/6/2014 10:13,5/6/2014 10:27,0:14:19,,"1 1/2"" low",,,0.00,2.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,147,MFV 03500,BLK:01 PLN:14 POS:09,245.40,,
T59-B01,WT-166:S004,galvin,james,10,BLK:01 PLN:14 POS:10,MFV 03431,243.60,2/8/2013 8:21,2/8/2013 10:03,1:41:30,y,,,,0.00,243.60,T59-B01,WT-166:S006,galvin,james,4,BLK:01 PLN:14 POS:10,MFV 03431,2,2/20/2013 10:54,2/20/2013 10:58,0:04:29,y,,,,0.00,2.00,T64-B13,WT-163:S066,wood,blackmer,4,BLK:01 PLN:14 POS:10,MFV 03431,2.7,5/5/2014 13:30,5/5/2014 13:42,0:12:15,,"1"" low",,,0.00,2.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,162,MFV 03431,BLK:01 PLN:14 POS:10,248.30,,
T59-B01,WT-169:S004,daniel,jason,10,BLK:01 PLN:14 POS:11,MFV 03862,247.00,2/11/2013 19:40,2/11/2013 21:24,1:43:42,y,,,,0.00,247.00,T59-B01,WT-166:S006,galvin,james,4,BLK:01 PLN:14 POS:11,MFV 03862,1.3,2/20/2013 9:03,2/20/2013 9:09,0:05:28,y,,,,0.00,1.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,179,MFV 03862,BLK:01 PLN:14 POS:11,248.30,,
T64-B01,WT-166:S003,james,galvin,9,BLK:01 PLN:16 POS:00, MFV 03839 ,240.10,1/31/13 18:43,1/31/13 20:16,1:33:35,,,,,0.00,240.10,T59-B01,WT-166:S006,galvin,wood,7,BLK:01 PLN:16 POS:00,MFV 03839,6.7,2/21/2013 8:46,2/21/2013 8:58,0:12:23,,,,,0.00,6.70,T64-B13,WT-163:SO66,Trina,BRENT,,BLK:01 PLN:16 POS:00,MFV 03839,0,,,,,verified full,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,15,MFV 03839,BLK:01 PLN:16 POS:00,246.80,,
T64-B01,WT-166:S003,daniel,jason,9,BLK:01 PLN:16 POS:01,MFV 03869,249.20,2/1/13 7:10,2/1/13 8:38,1:28:21,,,,,0.00,249.20,T59-B01,WT-166:S006,daniel,jason,4,BLK:01 PLN:16 POS:01,MFV 03869,0.9,2/21/2013 2:38,2/21/2013 2:41,0:02:37,y,,,,0.00,0.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,30,MFV 03869,BLK:01 PLN:16 POS:01,250.10,,
T64-B01,WT-164:S003,daniel,jason,9,BLK:01 PLN:16 POS:02,MFV 03885,248.70,2/4/2013 21:29,2/4/2013 23:20,1:50:56,,,,,0.00,248.70,T59-B01,WT-166:S006,daniel,jason,4,BLK:01 PLN:16 POS:02,MFV 03885,1,2/20/2013 23:38,2/20/2013 23:45,0:06:35,y,,,,0.00,1.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,46,MFV 03885,BLK:01 PLN:16 POS:02,249.70,,
T64-B01,WT-164:S003,galvin,james,9,BLK:01 PLN:16 POS:03,MFV 03836,35.60,2/5/2013 11:06,2/5/2013 11:29,0:23:35,y,,T64-B01,WT-165:S003,212.50,248.10,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:16 POS:03,MFV 03836,0,,,,y,checked level module was good,,,0.00,0.00,T64-B13,WT-163:SO66,LARRY,BRENT,9,BLK:01 PLN:16 POS:03,MFV 03836,2.9,5/8/2014 15:54,5/8/2014 16:16,0:22:12,,"1 1/2""",,,0.00,2.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,63,MFV 03836,BLK:01 PLN:16 POS:03,251.00,,
T64-B01,WT-165:S003,gary,jason,9,BLK:01 PLN:16 POS:04,MFV 03823,246.10,2/5/2013 22:32,2/6/2013 0:36,2:03:12,y,,,,0.00,246.10,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:16 POS:04,MFV 03823,2.2,2/20/2013 19:55,2/20/2013 20:03,0:08:11,y,,,,0.00,2.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,78,MFV 03823,BLK:01 PLN:16 POS:04,248.30,,
T59-B01,WT-163:S004,galvin,james,9,BLK:01 PLN:16 POS:05,MFV 03762,246.60,2/6/2013 12:08,2/6/2013 15:00,2:52:35,Y,,,,0.00,246.60,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:16 POS:05,MFV 03762,0.8,2/20/2013 18:10,2/20/2013 18:14,0:03:55,y,,,,0.00,0.80,T64-B13,WT-163:SO66,LARRY,BRENT,9,BLK:01 PLN:16 POS:05,MFV 03762,2.7,5/8/2014 7:46,5/8/2014 8:00,0:14:28,,"1""",,,0.00,2.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,96,MFV 03762,BLK:01 PLN:16 POS:05,250.10,,
T59-B01,WT-163:S004,daniel,jason,9,BLK:01 PLN:16 POS:06,MFV 03827,246.50,2/6/2013 22:03,2/6/2013 23:56,1:53:46,y,,,,0.00,246.50,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:16 POS:06,MFV 03827,0.8,2/20/2013 16:15,2/20/2013 16:17,0:01:53,y,,,,0.00,0.80,T64-B13,WT-163:SO66,Trina,Larry,9,BLK:01 PLN:16 POS:06,MFV 03827,3.4,5/7/2014 10:16,5/7/2014 10:35,0:19:02,,"low 3/8""",,,0.00,3.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,110,MFV 03827,BLK:01 PLN:16 POS:06,250.70,,
T59-B01,WT-116:S004,galvin,james,9,BLK:01 PLN:16 POS:07,MFV 03820,245.70,2/7/2013 9:12,2/7/2013 10:54,1:42:46,y,,,,0.00,245.70,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:16 POS:07,MFV 03820,2.7,2/20/2013 15:00,2/20/2013 15:06,0:05:53,y,,,,0.00,2.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,127,MFV 03820,BLK:01 PLN:16 POS:07,248.40,,
T59-B01,WT-116:S004,galvin,james,9,BLK:01 PLN:16 POS:08,MFV 03831,104.40,2/7/2013 16:00,2/7/2013 17:24,1:24:45,y,tanker swap ,T59-B01,WT-166:S004,142.70,247.10,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:16 POS:08,MFV 03831,1.6,2/20/2013 14:04,2/20/2013 14:09,0:05:05,y,,,,0.00,1.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,141,MFV 03831,BLK:01 PLN:16 POS:08,248.70,,
T59-B01,WT-166:S004,daniel,jason,9,BLK:01 PLN:16 POS:09,MFV 03832,246.60,2/8/2013 3:03,2/8/2013 8:19,5:15:59,y,,,,0.00,246.60,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:16 POS:09,MFV 03832,1.1,2/20/2013 11:31,2/20/2013 11:34,0:03:23,y,,,,0.00,1.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,158,MFV 03832,BLK:01 PLN:16 POS:09,247.70,,
T59-B01,WT-169:S004,galvin,james,9,BLK:01 PLN:16 POS:10,MFV 03840,244.50,2/8/2013 14:58,2/11/2013 19:21,4:22:49,Y,,,,0.00,244.50,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:16 POS:10,MFV 03840,1.9,2/20/2013 10:47,2/20/2013 10:53,0:06:32,y,,,,0.00,1.90,T64-B13,WT-163:S066,wood,blackmer,4,BLK:01 PLN:16 POS:10,MFV 03840,2.7,5/5/2014 13:42,5/5/2014 13:55,0:12:21,,"1"" low",,,0.00,2.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,175,MFV 03840,BLK:01 PLN:16 POS:10,249.10,,
T59-B01,WT-169:S004,daniel,jason,9,BLK:01 PLN:16 POS:11,MFV 03744,241.80,2/12/2013 1:57,2/12/2013 8:32,6:35:01,y,,,,0.00,241.80,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:16 POS:11,MFV 03744,0.1,2/20/2013 8:34,2/20/2013 8:35,0:01:07,y,,,,0.00,0.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,190,MFV 03744,BLK:01 PLN:16 POS:11,241.90,,
T64-B01,WT-166:S003,daniel,jason,9,BLK:01 PLN:18 POS:00,MFV 04070,245.10,1/31/13 16:45,1/31/13 18:43,1:58:03,,,,,0.00,245.10,T59-B01,WT-166:S006,galvin,wood,7,BLK:01 PLN:18 POS:00,MFV 04070,1.1,2/21/2013 8:43,2/21/2013 8:46,0:02:28,y,,,,0.00,1.10,T64-B13,WT-163:SO66,Trina,BRENT,9,BLK:01 PLN:18 POS:00,MFV 04070,3,5/9/2014 15:21,5/9/2014 15:37,0:15:58,,"2""",,,0.00,3.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,10,MFV 04070,BLK:01 PLN:18 POS:00,249.20,,
T64-B01,WT-166:S003,james,galvin,9,BLK:01 PLN:18 POS:01,MFV 04123,247.00,1/31/13 23:24,2/1/13 7:03,7:39:16,,,,,0.00,247.00,T59-B01,WT-166:S006,daniel,jason,4,BLK:01 PLN:18 POS:01,MFV 04123,1.3,2/21/2013 2:41,2/21/2013 2:45,0:04:44,y,,,,0.00,1.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,27,MFV 04123,BLK:01 PLN:18 POS:01,248.30,,
T64-B01,WT-164:S003,daniel,jason,9,BLK:01 PLN:18 POS:02,MFV 04149,247.10,2/1/13 16:26,2/4/13 20:31,4:05:25,,,,,0.00,247.10,T59-B01,WT-166:S006,daniel,jason,4,BLK:01 PLN:18 POS:02,MFV 04149,1.1,2/20/2013 23:45,2/20/2013 23:50,0:05:21,y,,,,0.00,1.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,42,MFV 04149,BLK:01 PLN:18 POS:02,248.20,,
