Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill
T64-B09,WT-163:S045,daniel,jason,10,BLK:18 PLN:17 POS:08,MFV 08566,250.9,10/28/2013 11:56,10/28/2013 14:21,2:25:27,,,,,250.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,105,MFV 08566,BLK:18 PLN:17 POS:08,250.90
T64-B09,WT-163:S045,daniel,jason,10,BLK:18 PLN:17 POS:09,MFV 08558,23.4,10/28/2013 14:28,10/28/2013 18:57,4:29:10,swap,T64-B09,WT-166:S047,228.3,251.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,106,MFV 08558,BLK:18 PLN:17 POS:09,251.70
T64-B09,WT-163:S045,daniel,jason,11,BLK:18 PLN:17 POS:10,MFV 08568,250.6,10/28/2013 11:53,10/28/2013 14:12,2:18:36,,,,,250.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,107,MFV 08568,BLK:18 PLN:17 POS:10,250.60
T64-B09,WT-163:S045,daniel,jason,11,BLK:18 PLN:17 POS:11,MFV 08571,36,10/28/2013 14:12,10/28/2013 18:44,4:32:45,swap,T64-B09,WT-166:S047,213.9,249.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,108,MFV 08571,BLK:18 PLN:17 POS:11,249.90
T64-B09,WT-166:S047,james,wood,2,BLK:18 PLN:19 POS:00,MFV 08532,248.3,10/28/2013 18:47,10/28/2013 21:06,2:19:00,,,,,248.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,109,MFV 08532,BLK:18 PLN:19 POS:00,248.30
T64-B09,WT-166:S047,james,wood,2,BLK:18 PLN:19 POS:01,MFV 08611,248,10/28/2013 21:06,10/28/2013 23:28,2:22:18,add 235,,,,248.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,110,MFV 08611,BLK:18 PLN:19 POS:01,248.00
T64-B09,WT-166:S047,james,wood,4,BLK:18 PLN:19 POS:02,MFV 08609,248.7,10/28/2013 18:48,10/28/2013 21:08,2:19:47,,,,,248.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,111,MFV 08609,BLK:18 PLN:19 POS:02,248.70
T64-B09,WT-166:S047,james,wood,4,BLK:18 PLN:19 POS:03,MFV 08616,249.8,10/28/2013 21:08,10/28/2013 23:34,2:25:59,,,,,249.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,112,MFV 08616,BLK:18 PLN:19 POS:03,249.80
T64-B09,WT-166:S047,james,wood,5,BLK:18 PLN:19 POS:04,MFV 08610,248.6,10/28/2013 19:03,10/28/2013 21:25,2:22:03,,,,,248.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,113,MFV 08610,BLK:18 PLN:19 POS:04,248.60
T64-B09,WT-166:S047,james,wood,5,BLK:18 PLN:19 POS:05,MFV 08522,251.6,10/28/2013 21:25,10/28/2013 23:53,2:27:38,,,,,251.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,114,MFV 08522,BLK:18 PLN:19 POS:05,251.60
T64-B09,WT-166:S047,james,wood,8,BLK:18 PLN:19 POS:06,MFV 08523,249,10/28/2013 18:43,10/28/2013 21:00,2:17:11,,,,,249.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,115,MFV 08523,BLK:18 PLN:19 POS:06,249.00
T64-B09,WT-166:S047,james,wood,8,BLK:18 PLN:19 POS:07,MFV 08518,249.3,10/28/2013 21:00,10/28/2013 23:22,2:22:21,ad235,,,,249.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,116,MFV 08518,BLK:18 PLN:19 POS:07,249.30
T64-B09,WT-166:S047,james,wood,10,BLK:18 PLN:19 POS:08,MFV 08615,249.1,10/28/2013 18:57,10/28/2013 21:17,2:19:28,,,,,249.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,117,MFV 08615,BLK:18 PLN:19 POS:08,249.10
T64-B09,WT-166:S047,james,wood,10,BLK:18 PLN:19 POS:09,MFV 08613,249.1,10/28/2013 21:18,10/28/2013 23:41,2:22:58,,,,,249.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,118,MFV 08613,BLK:18 PLN:19 POS:09,249.10
T64-B09,WT-166:S047,james,wood,11,BLK:18 PLN:19 POS:10,MFV 08623,251.3,10/28/2013 18:45,10/28/2013 21:02,2:17:29,,,,,251.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,119,MFV 08623,BLK:18 PLN:19 POS:10,251.30
T64-B09,WT-166:S047,james,wood,11,BLK:18 PLN:19 POS:11,MFV 08270,248.9,10/28/2013 21:03,10/28/2013 23:25,2:21:54,add235,,,,248.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,120,MFV 08270,BLK:18 PLN:19 POS:11,248.90
T64-B09,WT-166:S047,james,wood,2,BLK:18 PLN:21 POS:00,MFV 08494,250.3,10/28/2013 23:28,10/29/2013 1:51,2:23:22,,,,,250.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,121,MFV 08494,BLK:18 PLN:21 POS:00,250.30
T64-B09,WT-166:S047,james,wood,2,BLK:18 PLN:21 POS:01,MFV 08583,128.4,10/29/2013 1:51,10/29/2013 8:11,6:19:54,swap out of oil at 3:15A.M.,T64-B09,WT-169:S043,122.8,251.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,122,MFV 08583,BLK:18 PLN:21 POS:01,251.20
T64-B09,WT-166:S047,james,wood,4,BLK:18 PLN:21 POS:02,MFV 08463,246.5,10/28/2013 23:34,10/29/2013 1:56,2:21:45,,,,,246.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,123,MFV 08463,BLK:18 PLN:21 POS:02,246.50
T64-B09,WT-166:S047,james,wood,4,BLK:18 PLN:21 POS:03,MFV 08546,119,10/29/2013 1:56,10/29/2013 8:16,6:19:26,swap,T64-B09,WT-169:S043,129.9,248.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,124,MFV 08546,BLK:18 PLN:21 POS:03,248.90
T64-B09,WT-166:S047,james,wood,5,BLK:18 PLN:21 POS:04,MFV 08560,249.8,10/28/2013 23:53,10/29/2013 2:16,2:23:12,,,,,249.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,125,MFV 08560,BLK:18 PLN:21 POS:04,249.80
T64-B09,WT-166:S047,james,wood,5,BLK:18 PLN:21 POS:05,MFV 08559,80.6,10/29/2013 2:17,10/29/2013 8:39,6:22:02,swap,T64-B09,WT-169:S043,169.8,250.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,126,MFV 08559,BLK:18 PLN:21 POS:05,250.40
T64-B09,WT-166:S047,james,wood,8,BLK:18 PLN:21 POS:06,MFV 08540,250.6,10/28/2013 23:23,10/29/2013 1:42,2:19:23,,,,,250.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,127,MFV 08540,BLK:18 PLN:21 POS:06,250.60
T64-B09,WT-166:S047,james,wood,8,BLK:18 PLN:21 POS:07,MFV 08556,145.3,10/29/2013 1:42,10/29/2013 8:01,6:18:32,swap,T64-B09,WT-169:S043,104.1,249.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,128,MFV 08556,BLK:18 PLN:21 POS:07,249.40
T64-B09,WT-166:S047,james,wood,10,BLK:18 PLN:21 POS:08,MFV 08569,250.3,10/28/2013 23:41,10/29/2013 2:03,2:22:20,,,,,250.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,129,MFV 08569,BLK:18 PLN:21 POS:08,250.30
T64-B09,WT-166:S047,james,wood,10,BLK:18 PLN:21 POS:09,MFV 08557,104.4,10/29/2013 2:03,10/29/2013 8:24,6:20:48,swap,T64-B09,WT-169:S043,144,248.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,130,MFV 08557,BLK:18 PLN:21 POS:09,248.40
T64-B09,WT-166:S047,james,wood,11,BLK:18 PLN:21 POS:10,MFV 08548,250.9,10/28/2013 23:25,10/29/2013 1:44,2:19:07,,,,,250.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,131,MFV 08548,BLK:18 PLN:21 POS:10,250.90
T64-B09,WT-166:S047,james,wood,11,BLK:18 PLN:21 POS:11,MFV 08499,144.3,10/29/2013 1:44,10/29/2013 8:01,6:17:23,swap,T64-B09,WT-169:S043,106,250.30,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,132,MFV 08499,BLK:18 PLN:21 POS:11,250.30
T64-B09,WT-169:S043,daniel,jason,2,BLK:18 PLN:23 POS:00,MFV 08482,248.7,10/29/2013 8:12,10/29/2013 10:30,2:18:18,,,,,248.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,133,MFV 08482,BLK:18 PLN:23 POS:00,248.70
T64-B09,WT-169:S043,daniel,jason,2,BLK:18 PLN:23 POS:01,MFV 08533,248.4,10/29/2013 10:30,10/29/2013 12:47,2:17:20,,,,,248.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,134,MFV 08533,BLK:18 PLN:23 POS:01,248.40
T64-B09,WT-169:S043,daniel,jason,4,BLK:18 PLN:23 POS:02,MFV 08525,249.2,10/29/2013 8:16,10/29/2013 10:37,2:21:03,,,,,249.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,135,MFV 08525,BLK:18 PLN:23 POS:02,249.20
T64-B09,WT-169:S043,daniel,jason,4,BLK:18 PLN:23 POS:03,MFV 08524,250.4,10/29/2013 10:37,10/29/2013 12:58,2:21:25,,,,,250.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,136,MFV 08524,BLK:18 PLN:23 POS:03,250.40
T64-B09,WT-169:S043,daniel,jason,5,BLK:18 PLN:23 POS:04,MFV 08516,247.7,10/29/2013 8:39,10/29/2013 11:01,2:21:49,,,,,247.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,137,MFV 08516,BLK:18 PLN:23 POS:04,247.70
T64-B09,WT-169:S043,daniel,jason,5,BLK:18 PLN:23 POS:05,MFV 08466,249.7,10/29/2013 11:01,10/29/2013 13:23,2:21:26,,,,,249.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,138,MFV 08466,BLK:18 PLN:23 POS:05,249.70
T64-B09,WT-169:S043,daniel,jason,8,BLK:18 PLN:23 POS:06,MFV 08515,249.4,10/29/2013 8:01,10/29/2013 10:19,2:17:40,,,,,249.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,139,MFV 08515,BLK:18 PLN:23 POS:06,249.40
T64-B09,WT-169:S043,daniel,jason,8,BLK:18 PLN:23 POS:07,MFV 08520,249.8,10/29/2013 10:19,10/29/2013 12:38,2:18:48,,,,,249.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,140,MFV 08520,BLK:18 PLN:23 POS:07,249.80
T64-B09,WT-169:S043,daniel,jason,10,BLK:18 PLN:23 POS:08,MFV 08552,249.6,10/29/2013 8:24,10/29/2013 10:46,2:21:15,,,,,249.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,141,MFV 08552,BLK:18 PLN:23 POS:08,249.60
T64-B09,WT-169:S043,daniel,jason,10,BLK:18 PLN:23 POS:09,MFV 08555,248.2,10/29/2013 10:46,10/29/2013 13:06,2:20:28,,,,,248.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,142,MFV 08555,BLK:18 PLN:23 POS:09,248.20
T64-B09,WT-169:S043,daniel,jason,11,BLK:18 PLN:23 POS:10,MFV 08511,250.7,10/29/2013 8:01,10/29/2013 10:19,2:17:49,,,,,250.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,143,MFV 08511,BLK:18 PLN:23 POS:10,250.70
T64-B09,WT-169:S043,daniel,jason,11,BLK:18 PLN:23 POS:11,MFV 08471,248.9,10/29/2013 10:19,10/29/2013 12:37,2:17:42,,,,,248.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,144,MFV 08471,BLK:18 PLN:23 POS:11,248.90
T64-B09,WT-169:S043,daniel,jason,2,BLK:18 PLN:25 POS:00,MFV 08431,248.2,10/29/2013 12:47,10/29/2013 15:07,2:19:23,,,,,248.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,145,MFV 08431,BLK:18 PLN:25 POS:00,248.20
T64-B09,WT-169:S043,daniel,jason,2,BLK:18 PLN:25 POS:01,MFV 08470,226.8,10/29/2013 15:07,10/29/2013 18:14,3:07:20,,T64-B09,WT-165:S044,22.1,248.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,146,MFV 08470,BLK:18 PLN:25 POS:01,248.90
T64-B09,WT-169:S043,daniel,jason,4,BLK:18 PLN:25 POS:02,MFV 08461,248.9,10/29/2013 12:58,10/29/2013 15:19,2:20:03,,,,,248.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,147,MFV 08461,BLK:18 PLN:25 POS:02,248.90
T64-B09,WT-169:S043,daniel,jason,4,BLK:18 PLN:25 POS:03,MFV 08492,202.1,10/29/2013 15:19,10/29/2013 18:28,3:09:08,,T64-B09,WT-165:S044,47.4,249.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,148,MFV 08492,BLK:18 PLN:25 POS:03,249.50
T64-B09,WT-169:S043,daniel,jason,5,BLK:18 PLN:25 POS:04,MFV 08468,250.5,10/29/2013 13:23,10/29/2013 15:47,2:24:04,,,,,250.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,149,MFV 08468,BLK:18 PLN:25 POS:04,250.50
T64-B09,WT-169:S043,daniel,jason,5,BLK:18 PLN:25 POS:05,MFV 08477,146.9,10/29/2013 15:47,10/29/2013 18:58,3:10:38,,T64-B09,WT-165:S044,100.7,247.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,150,MFV 08477,BLK:18 PLN:25 POS:05,247.60
T64-B09,WT-169:S043,daniel,jason,8,BLK:18 PLN:25 POS:06,MFV 08485,248.8,10/29/2013 12:38,10/29/2013 14:56,2:18:21,,,,,248.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,151,MFV 08485,BLK:18 PLN:25 POS:06,248.80
T64-B09,WT-169:S043,daniel,jason,8,BLK:18 PLN:25 POS:07,MFV 08479,242.7,10/29/2013 14:56,10/29/2013 18:06,3:10:00,,T64-B09,WT-165:S044,7.5,250.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,152,MFV 08479,BLK:18 PLN:25 POS:07,250.20
T64-B09,WT-169:S043,daniel,jason,10,BLK:18 PLN:25 POS:08,MFV 08478,248.9,10/29/2013 13:06,10/29/2013 15:25,2:18:59,,,,,248.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,153,MFV 08478,BLK:18 PLN:25 POS:08,248.90
T64-B09,WT-169:S043,daniel,jason,10,BLK:18 PLN:25 POS:09,MFV 08483,188.8,10/29/2013 15:25,10/29/2013 18:32,3:06:57,,T64-B09,WT-165:S044,57.2,246.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,154,MFV 08483,BLK:18 PLN:25 POS:09,246.00
T64-B09,WT-169:S043,daniel,jason,11,BLK:18 PLN:25 POS:10,MFV 08426,247.8,10/29/2013 12:37,10/29/2013 14:53,2:16:06,,,,,247.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,155,MFV 08426,BLK:18 PLN:25 POS:10,247.80
T64-B09,WT-169:S043,daniel,jason,11,BLK:18 PLN:25 POS:11,MFV 08475,251.6,10/29/2013 14:53,10/29/2013 17:37,2:43:34,ended at tanker swap,,,,251.60,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,156,MFV 08475,BLK:18 PLN:25 POS:11,251.60
T64-B09,WT-165:S044,galvin,blackmer,2,BLK:18 PLN:27 POS:00,MFV 08440,249.2,10/29/2013 18:10,10/29/2013 20:38,2:28:32,,,,,249.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,157,MFV 08440,BLK:18 PLN:27 POS:00,249.20
T64-B09,WT-165:S044,galvin,blackmer,11,BLK:18 PLN:27 POS:01,MFV 08507,248.5,10/29/2013 20:13,10/29/2013 22:48,2:35:05,delay due to scanning problem,,,,248.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,158,MFV 08507,BLK:18 PLN:27 POS:01,248.50
T64-B09,WT-165:S044,galvin,blackmer,4,BLK:18 PLN:27 POS:02,MFV 08503,249.8,10/29/2013 18:28,10/29/2013 20:54,2:26:15,,,,,249.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,159,MFV 08503,BLK:18 PLN:27 POS:02,249.80
T64-B09,WT-165:S044,galvin,blackmer,10,BLK:18 PLN:27 POS:03,MFV 08491,247.4,10/29/2013 20:58,10/29/2013 23:18,2:20:00,,,,,247.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,160,MFV 08491,BLK:18 PLN:27 POS:03,247.40
T64-B09,WT-165:S044,galvin,blackmer,5,BLK:18 PLN:27 POS:04,MFV 08504,250.2,10/29/2013 18:58,10/29/2013 21:27,2:29:16,,,,,250.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,161,MFV 08504,BLK:18 PLN:27 POS:04,250.20
T64-B09,WT-165:S044,galvin,blackmer,8,BLK:18 PLN:27 POS:05,MFV 08493,249.4,10/29/2013 20:29,10/29/2013 22:49,2:20:07,,,,,249.40,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,162,MFV 08493,BLK:18 PLN:27 POS:05,249.40
T64-B09,WT-165:S044,galvin,blackmer,8,BLK:18 PLN:27 POS:06,MFV 08489,249.8,10/29/2013 18:07,10/29/2013 20:28,2:21:36,,,,,249.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,163,MFV 08489,BLK:18 PLN:27 POS:06,249.80
T64-B09,WT-165:S044,galvin,blackmer,5,BLK:18 PLN:27 POS:07,MFV 08490,250.1,10/29/2013 21:28,10/29/2013 23:50,2:22:14,,,,,250.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,164,MFV 08490,BLK:18 PLN:27 POS:07,250.10
T64-B09,WT-165:S044,galvin,blackmer,10,BLK:18 PLN:27 POS:08,MFV 08484,249.2,10/29/2013 18:32,10/29/2013 20:58,2:25:09,,,,,249.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,165,MFV 08484,BLK:18 PLN:27 POS:08,249.20
T64-B09,WT-165:S044,galvin,blackmer,4,BLK:18 PLN:27 POS:09,MFV 08467,250.7,10/29/2013 20:55,10/29/2013 23:16,2:21:10,,,,,250.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,166,MFV 08467,BLK:18 PLN:27 POS:09,250.70
T64-B09,WT-165:S044,galvin,blackmer,11,BLK:18 PLN:27 POS:10,MFV 08373,248.7,10/29/2013 17:56,10/29/2013 20:13,2:17:14,,,,,248.70,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,167,MFV 08373,BLK:18 PLN:27 POS:10,248.70
T64-B09,WT-165:S044,galvin,blackmer,2,BLK:18 PLN:27 POS:11,MFV 08449,250.1,10/29/2013 20:39,10/29/2013 22:59,2:20:41,,,,,250.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,168,MFV 08449,BLK:18 PLN:27 POS:11,250.10
T64-B09,WT-165:S044,galvin,blackmer,2,BLK:18 PLN:29 POS:00 ,MFV 08259,251,10/29/2013 23:00,10/30/2013 1:19,2:18:56,,,,,251.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,169,MFV 08259,BLK:18 PLN:29 POS:00 ,251.00
T64-B09,WT-165:S044,galvin,blackmer,2,BLK:18 PLN:29 POS:01,MFV 08325,250.8,10/30/2013 1:20,10/30/2013 7:08,5:48:27,,,,,250.80,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,170,MFV 08325,BLK:18 PLN:29 POS:01,250.80
