Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Dummy 1,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: 3rd Tanker Batch,Fill 1: 3rd Tanker,Fill 1: Amount from 3rd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Dummy 2,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Dummy 3,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill
T59-B13,WT-163:S065,wood,blackmer,4,BLK:27 PLN:19 POS:06,MFV 11107,157.6,4/21/2014 10:39,4/21/2014 13:50,3:10:34,,30 min. delay cold oil,T64-B13,WT169 SO63,92.3,,,,249.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,112,MFV 11107,BLK:27 PLN:19 POS:06,249.90
T59-B13,WT-163:S065,wood,blackmer,5,BLK:27 PLN:19 POS:08,MFV 11071,157.3,4/21/2014 10:40,4/21/2014 13:50,3:10:20,,30 min. delay cold oil,T64-B13,WT169 SO63,93.2,,,,250.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,113,MFV 11071,BLK:27 PLN:19 POS:08,250.50
T59-B13,WT-163:S065,wood,blackmer,6,BLK:27 PLN:19 POS:10,MFV 11085,143.4,4/21/2014 10:46,4/21/2014 14:00,3:13:17,,30 min. delay cold oil,T64-B13,WT169 SO63,106.8,,,,250.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,114,MFV 11085,BLK:27 PLN:19 POS:10,250.20
,,wood,blackmer,8,BLK:27 PLN:19 POS:01,MFV 07338,,4/21/2014 13:54,4/21/2014 16:33,2:38:26,,,T64-B13,WT169 SO63,243.6,,,,243.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,115,MFV 07338,BLK:27 PLN:19 POS:01,243.60
,,wood,blackmer,2,BLK:27 PLN:19 POS:03,MFV 10532,,4/21/2014 13:52,4/21/2014 16:34,2:42:06,,,T64-B13,WT169 SO63,250.5,,,,250.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,116,MFV 10532,BLK:27 PLN:19 POS:03,250.50
,,wood,blackmer,3,BLK:27 PLN:19 POS:05,MFV 09531,,4/21/2014 13:58,4/21/2014 16:40,2:41:57,,,T64-B13,WT169 SO63,250.3,,,,250.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,117,MFV 09531,BLK:27 PLN:19 POS:05,250.30
,,wood,blackmer,4,BLK:27 PLN:19 POS:07,MFV 11120,,4/21/2014 13:50,4/21/2014 16:29,2:38:51,,,T64-B13,WT169 SO63,249.9,,,,249.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,118,MFV 11120,BLK:27 PLN:19 POS:07,249.90
,,wood,blackmer,5,BLK:27 PLN:19 POS:09,MFV 11117,,4/21/2014 13:50,4/21/2014 16:27,2:37:16,,,T64-B13,WT169 SO63,250.3,,,,250.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,119,MFV 11117,BLK:27 PLN:19 POS:09,250.30
,,wood,blackmer,6,BLK:27 PLN:19 POS:11,MFV 11134,,4/21/2014 14:00,4/21/2014 16:41,2:41:08,,,T64-B13,WT169 SO63,250.2,,,,250.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,120,MFV 11134,BLK:27 PLN:19 POS:11,250.20
,,wood,blackmer,8,BLK:27 PLN:21 POS:00,MFV 10808,,4/21/2014 16:33,4/22/2014 9:34,17:01:46,,,T64-B13,WT169 SO63,247.1,,,,247.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,121,MFV 10808,BLK:27 PLN:21 POS:00,247.10
,,wood,blackmer,2,BLK:27 PLN:21 POS:02,MFV 03764,,4/21/2014 16:34,4/22/2014 9:25,16:51:10,,,T64-B13,WT169 SO63,250.3,,,,250.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,122,MFV 03764,BLK:27 PLN:21 POS:02,250.30
,,wood,blackmer,3,BLK:27 PLN:21 POS:04,MFV 11083,,4/21/2014 16:40,4/22/2014 9:24,16:44:06,,,T64-B13,WT169 SO63,249.3,,,,249.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,123,MFV 11083,BLK:27 PLN:21 POS:04,249.30
,,wood,blackmer,4,BLK:27 PLN:21 POS:06,MFV 10919,,4/21/2014 16:29,4/22/2014 9:19,16:50:08,,,T64-B13,WT169 SO63,250.6,,,,250.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,124,MFV 10919,BLK:27 PLN:21 POS:06,250.60
,,wood,blackmer,5,BLK:27 PLN:21 POS:08,MFV 11011,,4/21/2014 16:28,4/22/2014 9:19,16:51:41,,,T64-B13,WT169 SO63,248.6,,,,248.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,125,MFV 11011,BLK:27 PLN:21 POS:08,248.60
,,wood,blackmer,6,BLK:27 PLN:21 POS:10,MFV 11137,,4/21/2014 16:41,4/22/2014 9:31,16:49:58,,,T64-B13,WT169 SO63,249.5,,,,249.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,126,MFV 11137,BLK:27 PLN:21 POS:10,249.50
T64-B13,WT-169:S063,wood,blackmer,8,BLK:27 PLN:21 POS:01,MFV 07355,242.7,4/22/2014 9:35,4/22/2014 12:13,2:38:43,,,,,,,,,242.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,127,MFV 07355,BLK:27 PLN:21 POS:01,242.70
T64-B13,WT-169:S063,wood,blackmer,2,BLK:27 PLN:21 POS:03,MFV 09113,251.4,4/22/2014 9:28,4/22/2014 12:07,2:39:06,,,,,,,,,251.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,128,MFV 09113,BLK:27 PLN:21 POS:03,251.40
T64-B13,WT-169:S063,wood,blackmer,3,BLK:27 PLN:21 POS:05,MFV 01235,251.3,4/22/2014 9:24,4/22/2014 12:05,2:41:18,,,,,,,,,251.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,129,MFV 01235,BLK:27 PLN:21 POS:05,251.30
T64-B13,WT-169:S063,wood,blackmer,4,BLK:27 PLN:21 POS:07,MFV 07246,249.9,4/22/2014 9:19,4/22/2014 11:57,2:37:35,,,,,,,,,249.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,130,MFV 07246,BLK:27 PLN:21 POS:07,249.90
T64-B13,WT-169:S063,wood,blackmer,5,BLK:27 PLN:21 POS:09,MFV 11142,251.3,4/22/2014 9:19,4/22/2014 11:56,2:36:07,,,,,,,,,251.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,131,MFV 11142,BLK:27 PLN:21 POS:09,251.30
T64-B13,WT-169:S063,wood,blackmer,6,BLK:27 PLN:21 POS:11,MFV 10835,251.4,4/22/2014 9:31,4/22/2014 12:12,2:40:54,,,,,,,,,251.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,132,MFV 10835,BLK:27 PLN:21 POS:11,251.40
T64-B13,WT-169:S063,wood,blackmer,8,BLK:27 PLN:23 POS:00,MFV 10993,250.6,4/22/2014 12:20,4/22/2014 15:02,2:42:48,,,,,,,,,250.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,133,MFV 10993,BLK:27 PLN:23 POS:00,250.60
T64-B13,WT-169:S063,wood,blackmer,2,BLK:27 PLN:23 POS:02,MFV 10958,250.4,4/22/2014 12:21,4/22/2014 15:02,2:41:55,,,,,,,,,250.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,134,MFV 10958,BLK:27 PLN:23 POS:02,250.40
T64-B13,WT-169:S063,wood,blackmer,3,BLK:27 PLN:23 POS:04,MFV 10998,248.5,4/22/2014 12:21,4/22/2014 15:02,2:40:59,,,,,,,,,248.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,135,MFV 10998,BLK:27 PLN:23 POS:04,248.50
T64-B13,WT-169:S063,wood,blackmer,4,BLK:27 PLN:23 POS:06,MFV 11029,249.2,4/22/2014 12:23,4/22/2014 15:02,2:39:54,,,,,,,,,249.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,136,MFV 11029,BLK:27 PLN:23 POS:06,249.20
T64-B13,WT-169:S063,wood,blackmer,5,BLK:27 PLN:23 POS:08,MFV 10976,249.2,4/22/2014 12:24,4/22/2014 15:02,2:38:12,,,,,,,,,249.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,137,MFV 10976,BLK:27 PLN:23 POS:08,249.20
T64-B13,WT-169:S063,wood,blackmer,6,BLK:27 PLN:23 POS:10,MFV 10987,250.4,4/22/2014 12:25,4/22/2014 15:08,2:42:50,,,,,,,,,250.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,138,MFV 10987,BLK:27 PLN:23 POS:10,250.40
T64-B13,WT-169:S063,wood,blackmer,8,BLK:27 PLN:23 POS:01,MFV 10962,6,4/22/2014 15:04,4/23/2014 8:39,17:34:17,,swap,T64-B13,WT-166:S067,240.5,,,,246.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,139,MFV 10962,BLK:27 PLN:23 POS:01,246.50
T64-B13,WT-169:S063,wood,blackmer,2,BLK:27 PLN:23 POS:03,MFV 10965,4.5,4/22/2014 15:05,4/23/2014 8:41,17:35:52,,swap,T64-B13,WT-166:S067,243.8,,,,248.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,140,MFV 10965,BLK:27 PLN:23 POS:03,248.30
T64-B13,WT-169:S063,wood,blackmer,3,BLK:27 PLN:23 POS:05,MFV 10982,2.7,4/22/2014 15:06,4/23/2014 8:43,17:36:26,,swap,T64-B13,WT-166:S067,245,,,,247.7,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,141,MFV 10982,BLK:27 PLN:23 POS:05,247.70
,,wood,blackmer,4,BLK:27 PLN:23 POS:07,MFV 10978,,4/22/2014 15:28,4/23/2014 8:47,17:18:44,,swap,T64-B13,WT-166:S067,248.9,,,,248.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,142,MFV 10978,BLK:27 PLN:23 POS:07,248.90
,,wood,blackmer,5,BLK:27 PLN:23 POS:09,MFV 10806,,4/22/2014 15:28,4/23/2014 8:48,17:20:13,,swap,T64-B13,WT-166:S067,249.9,,,,249.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,143,MFV 10806,BLK:27 PLN:23 POS:09,249.90
,,wood,blackmer,6,BLK:27 PLN:23 POS:11,MFV 10869,,4/22/2014 15:28,4/23/2014 8:49,17:21:31,,swap,T64-B13,WT-166:S067,249.8,,,,249.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,144,MFV 10869,BLK:27 PLN:23 POS:11,249.80
T64-B13,WT-166:S067,wood,blackmer,8,BLK:27 PLN:25 POS:00,MFV 10972,248.9,4/23/2014 8:39,4/23/2014 11:21,2:42:26,,,,,,,,,248.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,145,MFV 10972,BLK:27 PLN:25 POS:00,248.90
T64-B13,WT-166:S067,wood,blackmer,2,BLK:27 PLN:25 POS:02,MFV 10947,246.3,4/23/2014 8:41,4/23/2014 11:24,2:42:20,,,,,,,,,246.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,146,MFV 10947,BLK:27 PLN:25 POS:02,246.30
T64-B13,WT-166:S067,wood,blackmer,3,BLK:27 PLN:25 POS:04,MFV 10931,248,4/23/2014 8:43,4/23/2014 11:25,2:42:08,,,,,,,,,248,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,147,MFV 10931,BLK:27 PLN:25 POS:04,248.00
T64-B13,WT-166:S067,wood,blackmer,4,BLK:27 PLN:25 POS:06,MFV 10957,249.3,4/23/2014 8:46,4/23/2014 11:28,2:41:12,,,,,,,,,249.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,148,MFV 10957,BLK:27 PLN:25 POS:06,249.30
T64-B13,WT-166:S067,wood,blackmer,5,BLK:27 PLN:25 POS:08,MFV 10964,249.5,4/23/2014 8:48,4/23/2014 11:30,2:41:06,,,,,,,,,249.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,149,MFV 10964,BLK:27 PLN:25 POS:08,249.50
T64-B13,WT-166:S067,wood,blackmer,6,BLK:27 PLN:25 POS:10,MFV 10917,250,4/23/2014 8:50,4/23/2014 11:31,2:41:02,,,,,,,,,250,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,150,MFV 10917,BLK:27 PLN:25 POS:10,250.00
T64-B13,WT-166:S067,wood,blackmer,8,BLK:27 PLN:25 POS:01,MFV 10974,244.6,4/23/2014 11:21,4/23/2014 14:02,2:40:31,,,,,,,,,244.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,151,MFV 10974,BLK:27 PLN:25 POS:01,244.60
T64-B13,WT-166:S067,wood,blackmer,2,BLK:27 PLN:25 POS:03,MFV 10951,247.9,4/23/2014 11:24,4/23/2014 14:05,2:40:47,,,,,,,,,247.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,152,MFV 10951,BLK:27 PLN:25 POS:03,247.90
T64-B13,WT-166:S067,wood,blackmer,3,BLK:27 PLN:25 POS:05,MFV 10969,247.3,4/23/2014 11:25,4/23/2014 14:06,2:40:59,,,,,,,,,247.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,153,MFV 10969,BLK:27 PLN:25 POS:05,247.30
T64-B13,WT-166:S067,wood,blackmer,4,BLK:27 PLN:25 POS:07,MFV 10944,249.3,4/23/2014 11:29,4/23/2014 14:08,2:38:50,,,,,,,,,249.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,154,MFV 10944,BLK:27 PLN:25 POS:07,249.30
T64-B13,WT-166:S067,wood,blackmer,5,BLK:27 PLN:25 POS:09,MFV 10961,249.1,4/23/2014 11:30,4/23/2014 14:10,2:40:33,,,,,,,,,249.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,155,MFV 10961,BLK:27 PLN:25 POS:09,249.10
T64-B13,WT-166:S067,wood,blackmer,6,BLK:27 PLN:25 POS:11,MFV 10918,249.1,4/23/2014 11:33,4/23/2014 14:12,2:39:03,,,,,,,,,249.1,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,156,MFV 10918,BLK:27 PLN:25 POS:11,249.10
T64-B13,WT-166:S067,wood,blackmer,8,BLK:27 PLN:27 POS:00,MFV 10842,250.3,4/23/2014 14:02,4/24/2014 7:07,17:04:40,,,,,,,,,250.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,157,MFV 10842,BLK:27 PLN:27 POS:00,250.30
T64-B13,WT-166:S067,wood,blackmer,2,BLK:27 PLN:27 POS:02,MFV 10888,249.9,4/23/2014 14:05,4/24/2014 7:07,17:02:03,,,,,,,,,249.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,158,MFV 10888,BLK:27 PLN:27 POS:02,249.90
T64-B13,WT-166:S067,wood,blackmer,3,BLK:27 PLN:27 POS:04,MFV 11035,248.5,4/23/2014 14:06,4/24/2014 7:09,17:02:55,,,,,,,,,248.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,159,MFV 11035,BLK:27 PLN:27 POS:04,248.50
T64-B13,WT-166:S067,wood,blackmer,4,BLK:27 PLN:27 POS:06,MFV 11024,249,4/23/2014 14:10,4/24/2014 7:09,16:59:15,,,,,,,,,249,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,160,MFV 11024,BLK:27 PLN:27 POS:06,249.00
T64-B13,WT-166:S067,wood,blackmer,5,BLK:27 PLN:27 POS:08,MFV 11084,250.3,4/23/2014 14:12,4/24/2014 7:09,16:57:40,,,,,,,,,250.3,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,161,MFV 11084,BLK:27 PLN:27 POS:08,250.30
T64-B13,WT-166:S067,wood,blackmer,6,BLK:27 PLN:27 POS:10,MFV 11016,248.4,4/23/2014 14:13,4/24/2014 7:16,17:03:18,,,,,,,,,248.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,162,MFV 11016,BLK:27 PLN:27 POS:10,248.40
T64-B13,WT-166:S067,wood,perko,8,BLK:27 PLN:27 POS:01,MFV 11049,110.7,4/24/2014 7:12,4/24/2014 11:56,4:44:10,,numerous delays due to tanker valve closing ,T64-B13,WT-168:S038,136.1,,,,246.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,163,MFV 11049,BLK:27 PLN:27 POS:01,246.80
T64-B13,WT-166:S067,wood,perko,2,BLK:27 PLN:27 POS:03,MFV 11000,113.2,4/24/2014 7:12,4/24/2014 11:56,4:44:28,,,T64-B13,WT-168:S038,137.6,,,,250.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,164,MFV 11000,BLK:27 PLN:27 POS:03,250.80
T64-B13,WT-166:S067,wood,perko,3,BLK:27 PLN:27 POS:05,MFV 11034,111.9,4/24/2014 7:12,4/24/2014 11:57,4:45:21,,,T64-B13,WT-168:S038,137.6,,,,249.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,165,MFV 11034,BLK:27 PLN:27 POS:05,249.50
T64-B13,WT-166:S067,wood,perko,4,BLK:27 PLN:27 POS:07,MFV 10954,110.7,4/24/2014 7:13,4/24/2014 11:58,4:44:46,,,T64-B13,WT-168:S038,138.1,,,,248.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,166,MFV 10954,BLK:27 PLN:27 POS:07,248.80
T64-B13,WT-166:S067,wood,perko,5,BLK:27 PLN:27 POS:09,MFV 11078,109.9,4/24/2014 7:14,4/24/2014 11:59,4:45:39,,,T64-B13,WT-168:S038,138.7,,,,248.6,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,167,MFV 11078,BLK:27 PLN:27 POS:09,248.60
T64-B13,WT-166:S067,wood,perko,6,BLK:27 PLN:27 POS:11,MFV 10820,104.2,4/24/2014 7:16,4/24/2014 12:01,4:44:58,,,T64-B13,WT-168:S038,145,,,,249.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,168,MFV 10820,BLK:27 PLN:27 POS:11,249.20
,,wood,perko,8,BLK:27 PLN:29 POS:00,MFV 10824,,4/24/2014 11:56,4/24/2014 14:45,2:48:24,,,T64-B13,WT-168:S038,249.9,,,,249.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,169,MFV 10824,BLK:27 PLN:29 POS:00,249.90
,,wood,perko,2,BLK:27 PLN:29 POS:02,MFV 10794,,4/24/2014 11:57,4/24/2014 14:46,2:49:00,,,T64-B13,WT-168:S038,248.9,,,,248.9,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,170,MFV 10794,BLK:27 PLN:29 POS:02,248.90
,,wood,perko,3,BLK:27 PLN:29 POS:04,MFV 10816,,4/24/2014 11:58,4/24/2014 14:47,2:49:26,,,T64-B13,WT-168:S038,249.4,,,,249.4,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,171,MFV 10816,BLK:27 PLN:29 POS:04,249.40
,,wood,perko,4,BLK:27 PLN:29 POS:06,MFV 10815,,4/24/2014 11:59,4/24/2014 14:48,2:49:22,,,T64-B13,WT-168:S038,247.8,,,,247.8,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,172,MFV 10815,BLK:27 PLN:29 POS:06,247.80
,,wood,perko,5,BLK:27 PLN:29 POS:08,MFV 10846,,4/24/2014 12:00,4/24/2014 14:50,2:49:47,,,T64-B13,WT-168:S038,250.2,,,,250.2,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,173,MFV 10846,BLK:27 PLN:29 POS:08,250.20
,,wood,perko,6,BLK:27 PLN:29 POS:10,MFV 10810,,4/24/2014 12:01,4/24/2014 14:53,2:51:58,,,T64-B13,WT-168:S038,247.5,,,,247.5,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,174,MFV 10810,BLK:27 PLN:29 POS:10,247.50
