#   W       w(lab)    sigT     sigL     sigLT   sigLT'   sigTT'   sigL0    sigLT0  sigLT0'
# (MeV)     (MeV)     (mcb)    (mcb)    (mcb)    (mcb)    (mcb)    (mcb)    (mcb)    (mcb)
 1385.0    792.9     21.32     6.80    -4.11      .60     4.82      .68    -1.30      .19
 1390.0    800.3     20.26     6.66    -4.17      .64     4.12      .69    -1.34      .21
 1395.0    807.7     19.30     6.53    -4.22      .68     3.45      .71    -1.39      .22
 1400.0    815.1     18.45     6.39    -4.27      .71     2.79      .72    -1.43      .24
 1405.0    822.6     17.68     6.26    -4.32      .73     2.15      .73    -1.48      .25
 1410.0    830.1     17.01     6.14    -4.38      .74     1.52      .74    -1.52      .26
 1415.0    837.6     16.43     6.02    -4.44      .74      .91      .75    -1.57      .26
 1420.0    845.2     15.95     5.91    -4.51      .74      .31      .77    -1.62      .26
 1425.0    852.8     15.55     5.82    -4.58      .72     -.28      .78    -1.68      .26
 1430.0    860.4     15.24     5.74    -4.66      .69     -.87      .80    -1.74      .26
 1435.0    868.0     15.02     5.67    -4.76      .65    -1.47      .81    -1.80      .25
 1440.0    875.7     14.89     5.62    -4.87      .60    -2.07      .83    -1.87      .23
 1445.0    883.4     14.87     5.59    -4.99      .55    -2.67      .85    -1.95      .21
 1450.0    891.1     14.96     5.57    -5.14      .48    -3.29      .88    -2.04      .19
 1455.0    898.8     15.17     5.58    -5.30      .40    -3.93      .91    -2.14      .16
 1460.0    906.6     15.51     5.60    -5.49      .32    -4.58      .94    -2.24      .13
 1465.0    914.4     15.98     5.65    -5.70      .22    -5.26      .97    -2.36      .09
 1470.0    922.2     16.62     5.72    -5.94      .12    -5.98     1.01    -2.50      .05
 1475.0    930.0     17.44     5.81    -6.22      .01    -6.76     1.06    -2.66      .00
 1480.0    937.9     18.38     5.94    -6.54     -.12    -7.53     1.11    -2.83     -.05
 1485.0    945.8     19.37     6.10    -6.87     -.28    -8.22     1.18    -3.02     -.12
 1490.0    953.7     20.03     6.04    -7.01     -.87    -8.48     1.20    -3.12     -.39
 1495.0    961.7     20.60     5.97    -7.05    -1.32    -8.56     1.21    -3.18     -.59
 1500.0    969.7     21.13     5.90    -7.04    -1.68    -8.55     1.23    -3.22     -.77
 1505.0    977.7     21.57     5.80    -6.99    -2.02    -8.43     1.24    -3.24     -.93
 1510.0    985.7     21.84     5.66    -6.88    -2.33    -8.16     1.24    -3.22    -1.09
 1515.0    993.8     21.86     5.49    -6.68    -2.60    -7.71     1.24    -3.17    -1.24
 1520.0   1001.9     21.60     5.29    -6.41    -2.83    -7.10     1.22    -3.08    -1.36
 1525.0   1010.0     21.08     5.07    -6.08    -3.00    -6.34     1.20    -2.96    -1.46
 1530.0   1018.1     20.33     4.84    -5.71    -3.12    -5.49     1.17    -2.81    -1.53
 1535.0   1026.3     19.40     4.62    -5.31    -3.16    -4.57     1.15    -2.65    -1.58
 1540.0   1034.5     18.36     4.40    -4.92    -3.15    -3.63     1.12    -2.48    -1.59
 1545.0   1042.7     17.27     4.19    -4.53    -3.07    -2.71     1.09    -2.31    -1.57
 1550.0   1050.9     16.18     4.00    -4.17    -2.95    -1.84     1.06    -2.15    -1.52
 1555.0   1059.2     15.14     3.83    -3.83    -2.80    -1.05     1.04    -2.00    -1.46
 1560.0   1067.5     14.18     3.68    -3.53    -2.63     -.34     1.02    -1.86    -1.39
 1565.0   1075.8     13.31     3.54    -3.25    -2.46      .27     1.01    -1.73    -1.31
 1570.0   1084.2     12.56     3.42    -3.00    -2.29      .77      .99    -1.61    -1.23
 1575.0   1092.6     11.94     3.32    -2.77    -2.14     1.18      .98    -1.51    -1.16
 1580.0   1101.0     11.44     3.24    -2.57    -2.01     1.47      .98    -1.41    -1.11
 1585.0   1109.4     11.07     3.17    -2.39    -1.91     1.67      .98    -1.33    -1.06
 1590.0   1117.9     10.82     3.12    -2.24    -1.84     1.79      .98    -1.26    -1.03
 1595.0   1126.4     10.68     3.08    -2.12    -1.79     1.83      .99    -1.20    -1.01
 1600.0   1134.9     10.63     3.06    -2.01    -1.76     1.80     1.01    -1.15    -1.01
 1605.0   1143.4     10.67     3.07    -1.93    -1.76     1.73     1.03    -1.12    -1.02
 1610.0   1152.0     10.79     3.09    -1.87    -1.78     1.61     1.06    -1.09    -1.04
 1615.0   1160.6     10.99     3.15    -1.83    -1.82     1.45     1.10    -1.08    -1.07
 1620.0   1169.2     11.25     3.23    -1.80    -1.89     1.26     1.15    -1.07    -1.12
 1625.0   1177.8     11.56     3.34    -1.79    -1.97     1.03     1.21    -1.07    -1.19
 1630.0   1186.5     11.91     3.47    -1.78    -2.08      .78     1.28    -1.08    -1.26
 1635.0   1195.2     12.30     3.61    -1.79    -2.20      .50     1.35    -1.09    -1.35
 1640.0   1203.9     12.71     3.77    -1.80    -2.34      .19     1.44    -1.11    -1.44
 1645.0   1212.7     13.11     3.93    -1.81    -2.47     -.14     1.53    -1.13    -1.54
 1650.0   1221.5     13.49     4.08    -1.82    -2.61     -.51     1.61    -1.15    -1.64
 1655.0   1230.3     13.84     4.21    -1.83    -2.74     -.89     1.70    -1.16    -1.74
 1660.0   1239.1     14.13     4.32    -1.83    -2.86    -1.30     1.77    -1.17    -1.83
 1665.0   1248.0     14.34     4.38    -1.82    -2.94    -1.73     1.83    -1.17    -1.90
 1670.0   1256.9     14.47     4.40    -1.79    -3.00    -2.18     1.87    -1.17    -1.96
 1675.0   1265.8     14.51     4.38    -1.75    -3.04    -2.63     1.89    -1.15    -1.99
 1680.0   1274.7     14.47     4.32    -1.69    -3.04    -3.08     1.89    -1.12    -2.01
 1685.0   1283.7     14.36     4.22    -1.61    -3.02    -3.52     1.88    -1.08    -2.02
 1690.0   1292.7     14.19     4.10    -1.52    -2.98    -3.93     1.85    -1.02    -2.01
 1695.0   1301.7     13.94     3.95    -1.41    -2.93    -4.29     1.82     -.96    -1.99
 1700.0   1310.7     13.65     3.81    -1.29    -2.86    -4.60     1.78     -.88    -1.96
 1705.0   1319.8     13.31     3.65    -1.17    -2.78    -4.85     1.74     -.81    -1.92
 1710.0   1328.9     12.94     3.51    -1.05    -2.70    -5.05     1.69     -.73    -1.88
 1715.0   1338.0     12.56     3.36     -.93    -2.61    -5.19     1.65     -.65    -1.83
 1720.0   1347.2     12.16     3.23     -.82    -2.52    -5.29     1.61     -.58    -1.78
 1725.0   1356.4     11.77     3.10     -.72    -2.43    -5.35     1.57     -.51    -1.73
 1730.0   1365.6     11.39     2.98     -.62    -2.34    -5.38     1.53     -.45    -1.68
 1735.0   1374.8     11.03     2.87     -.54    -2.25    -5.38     1.49     -.39    -1.62
 1740.0   1384.1     10.68     2.76     -.46    -2.17    -5.36     1.46     -.34    -1.58
 1745.0   1393.3     10.35     2.66     -.39    -2.09    -5.33     1.43     -.29    -1.53
 1750.0   1402.7     10.05     2.57     -.34    -2.01    -5.29     1.40     -.25    -1.48
 1755.0   1412.0      9.76     2.48     -.28    -1.94    -5.24     1.37     -.21    -1.44
 1760.0   1421.4      9.50     2.40     -.24    -1.87    -5.18     1.35     -.18    -1.40
 1765.0   1430.8      9.25     2.33     -.20    -1.81    -5.12     1.32     -.15    -1.36
 1770.0   1440.2      9.03     2.26     -.16    -1.75    -5.05     1.30     -.12    -1.33
 1775.0   1449.6      8.82     2.19     -.13    -1.69    -4.98     1.28     -.10    -1.29
 1780.0   1459.1      8.63     2.12     -.10    -1.64    -4.91     1.26     -.08    -1.26
 1785.0   1468.6      8.46     2.06     -.08    -1.59    -4.84     1.24     -.06    -1.23
 1790.0   1478.1      8.30     2.00     -.06    -1.55    -4.78     1.22     -.04    -1.21
 1795.0   1487.7      8.15     1.95     -.04    -1.51    -4.71     1.20     -.03    -1.18
 1800.0   1497.2      8.02     1.89     -.02    -1.47    -4.65     1.18     -.02    -1.16
 1805.0   1506.8      7.90     1.84     -.01    -1.43    -4.58     1.17     -.01    -1.14
 1810.0   1516.5      7.79     1.79      .00    -1.40    -4.53     1.15      .00    -1.12
 1815.0   1526.1      7.69     1.75      .01    -1.36    -4.47     1.14      .01    -1.10
 1820.0   1535.8      7.59     1.70      .01    -1.33    -4.42     1.12      .01    -1.08
 1825.0   1545.5      7.51     1.66      .02    -1.31    -4.38     1.11      .02    -1.07
 1830.0   1555.3      7.43     1.62      .02    -1.28    -4.33     1.09      .02    -1.05
 1835.0   1565.0      7.37     1.58      .03    -1.26    -4.29     1.08      .02    -1.04
 1840.0   1574.8      7.31     1.54      .03    -1.23    -4.26     1.07      .02    -1.03
 1845.0   1584.7      7.25     1.50      .03    -1.21    -4.23     1.06      .02    -1.02
 1850.0   1594.5      7.20     1.47      .03    -1.19    -4.21     1.04      .02    -1.01
 1855.0   1604.4      7.15     1.43      .03    -1.18    -4.19     1.03      .02    -1.00
 1860.0   1614.3      7.11     1.40      .03    -1.16    -4.17     1.02      .02     -.99
 1865.0   1624.2      7.08     1.37      .02    -1.15    -4.16     1.01      .02     -.98
 1870.0   1634.1      7.04     1.34      .02    -1.13    -4.16     1.00      .02     -.98
 1875.0   1644.1      7.02     1.31      .02    -1.12    -4.16      .99      .02     -.97
 1880.0   1654.1      6.99     1.28      .01    -1.11    -4.17      .98      .01     -.97
 1885.0   1664.2      6.97     1.26      .01    -1.10    -4.18      .97      .01     -.97
 1890.0   1674.2      6.95     1.23      .01    -1.09    -4.20      .96      .01     -.96
 1895.0   1684.3      6.93     1.20      .00    -1.08    -4.22      .95      .00     -.96
 1900.0   1694.4      6.92     1.18      .00    -1.07    -4.25      .94      .00     -.96
 1905.0   1704.6      6.91     1.15     -.01    -1.07    -4.29      .93      .00     -.96
 1910.0   1714.7      6.91     1.13     -.01    -1.06    -4.33      .93     -.01     -.96
 1915.0   1724.9      6.91     1.11     -.01    -1.05    -4.38      .92     -.01     -.96
 1920.0   1735.1      6.91     1.09     -.01    -1.05    -4.43      .91     -.01     -.96
 1925.0   1745.4      6.91     1.06     -.02    -1.04    -4.49      .90     -.01     -.96
 1930.0   1755.6      6.92     1.04     -.02    -1.03    -4.56      .89     -.01     -.96
 1935.0   1765.9      6.93     1.02     -.02    -1.03    -4.62      .89     -.01     -.96
 1940.0   1776.3      6.94     1.00     -.01    -1.02    -4.69      .88     -.01     -.95
 1945.0   1786.6      6.96      .99     -.01    -1.01    -4.77      .87     -.01     -.95
 1950.0   1797.0      6.97      .97     -.01    -1.01    -4.84      .86     -.01     -.95
 1955.0   1807.4      6.99      .95     -.01    -1.00    -4.92      .86     -.01     -.95
 1960.0   1817.8      7.01      .93      .00     -.99    -5.00      .85      .00     -.94
 1965.0   1828.3      7.03      .92      .00     -.98    -5.08      .85      .00     -.94
 1970.0   1838.8      7.05      .90      .01     -.97    -5.16      .84      .01     -.94
 1975.0   1849.3      7.07      .89      .01     -.96    -5.24      .84      .01     -.93
 1980.0   1859.8      7.10      .88      .02     -.95    -5.31      .83      .02     -.92
 1985.0   1870.4      7.12      .86      .02     -.94    -5.39      .83      .02     -.92
 1990.0   1881.0      7.14      .85      .03     -.93    -5.47      .82      .02     -.91
 1995.0   1891.6      7.16      .84      .03     -.92    -5.54      .82      .03     -.91
 2000.0   1902.2      7.19      .83      .03     -.90    -5.61      .82      .03     -.90
