Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill,,
T059-B10,WT-163:S054,galvin,tommy,8,BLK:23 PLN:12 POS:00,MFV 00026,247.5,1/14/2014 18:42,1/14/2014 20:25,1:42:31,,,,,247.50,T64-B11,WT-165:S056,galvin,tommy,10,BLK:23 PLN:12 POS:00,MFV 00026,2.9,1/30/2014 18:49,1/30/2014 18:55,0:06:27,,,,,2.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,73,MFV 00026,BLK:23 PLN:12 POS:00,250.40,,
T059-B10,WT-163:S054,galvin,tommy,8,BLK:23 PLN:12 POS:01,MFV 00142,137.2,1/14/2014 22:08,1/15/2014 0:19,2:10:47,swap 20min.,T64-B11,WT-166:S056,113.8,251.00,T64-B11,WT-165:S056,galvin,tommy,10,BLK:23 PLN:12 POS:01,MFV 00142,2.3,1/30/2014 17:34,1/30/2014 17:39,0:05:10,,,,,2.30,T64-B13,WT169:S064,Larry,Cole,9,BLK:23 PLN:12 POS:01,MFV 00142,0.9,7/29/2014 8:24,7/29/2014 8:29,0:05:23,"1/4""",,,0.00,0.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,74,MFV 00142,BLK:23 PLN:12 POS:01,254.20,,
T64-B11,WT-166:S056,don ,larry,8,BLK:23 PLN:12 POS:02,MFV 09976,243.4,1/15/2014 7:30,1/15/2014 9:21,1:51:24,,,,,243.40,T64-B11,WT-165:S056,larry,don,10,BLK:23 PLN:12 POS:02,MFV 09976,1.9,1/30/2014 16:01,1/30/2014 16:05,0:03:53,,,,,1.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,75,MFV 09976,BLK:23 PLN:12 POS:02,245.30,,
T59-B10,WT-168:S028,don ,larry,8,BLK:23 PLN:12 POS:03,MFV 09848,244.4,1/15/2014 11:55,1/15/2014 13:41,1:45:40,,,,,244.40,T64-B11,WT-165:S056,larry,don,10,BLK:23 PLN:12 POS:03,MFV 09848,0.9,1/30/2014 14:43,1/30/2014 14:46,0:02:37,delay 30 min unable to find bluetooth,,,,0.90,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:12 POS:03,MFV 09848,1.9,7/28/2014 13:41,7/28/2014 13:49,0:07:50,"1/4""",,,0.00,1.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,76,MFV 09848,BLK:23 PLN:12 POS:03,247.20,,
T59-B10,WT-168:S028,don ,larry,8,BLK:23 PLN:12 POS:04,MFV 09844,241.2,1/15/2014 15:33,1/15/2014 18:24,2:51:37,,,,,241.20,T64-B11,WT-165:S056,larry,don,10,BLK:23 PLN:12 POS:04,MFV 09844,0.7,1/30/2014 13:40,1/30/2014 13:43,0:02:34,,,,,0.70,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:12 POS:04,MFV 09844,2.4,7/28/2014 9:22,7/28/2014 9:32,0:10:26,"3/8""",,,0.00,2.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,77,MFV 09844,BLK:23 PLN:12 POS:04,244.30,,
T64-B11,WT-165:S056,galvin,cole,8,BLK:23 PLN:12 POS:05,MFV 00976,244.2,1/15/2014 21:59,1/15/2014 23:55,1:55:57,,,,,244.20,T64-B11,WT-165:S056,larry,don,10,BLK:23 PLN:12 POS:05,MFV 00976,1.3,1/30/2014 12:02,1/30/2014 12:06,0:03:27,delay 45 min setup on LL3,,,,1.30,T64-B13,WT169:S064,Larry,Brent,5,BLK:23 PLN:12 POS:05,MFV 00976,1.9,7/25/2014 15:36,7/25/2014 15:48,0:12:15,"1/4""",,,0.00,1.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,78,MFV 00976,BLK:23 PLN:12 POS:05,247.40,,
T64-B11,WT-116:SO54,galvin,cole,8,BLK:23 PLN:12 POS:06,MFV 04737,96.8,1/16/2014 2:52,1/16/2014 17:43,14:50:45,swap,T64-B11,WT-165:S056,142.6,239.40,T64-B11,WT-165:S056,larry,don,10,BLK:23 PLN:12 POS:06,MFV 04737,2,1/30/2014 10:27,1/30/2014 10:30,0:03:25,,,,,2.00,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:12 POS:06,MFV 04737,3.4,7/25/2014 10:41,7/25/2014 10:55,0:14:08,"1""",,,0.00,3.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,79,MFV 04737,BLK:23 PLN:12 POS:06,244.80,,
T64-B11,WT-116:SO54,galvin,tommy,8,BLK:23 PLN:12 POS:07,MFV 04722,235.8,1/16/2014 19:43,1/16/2014 21:40,1:57:07,,,,,235.80,T64-B11,WT-165:S056,larry,don,10,BLK:23 PLN:12 POS:07,MFV 04722,0.9,1/30/2014 8:52,1/30/2014 8:55,0:03:00,,,,,0.90,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:12 POS:07,MFV 04722,4,7/24/2014 10:46,7/24/2014 11:01,0:15:24,"1 1/2""",,,0.00,4.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,80,MFV 04722,BLK:23 PLN:12 POS:07,240.70,,
T64-B11,WT-169:SO53,larry,don,8,BLK:23 PLN:12 POS:08,MFV 01000,242.5,1/21/2014 11:07,1/21/2014 13:26,2:18:57,15 min delay for warm oil,,,,242.50,T64-B11,WT-165:S056,larry,don,10,BLK:23 PLN:12 POS:08,MFV 01000,1.8,1/30/2014 7:53,1/30/2014 7:58,0:05:10,delay 30 min for setup on LL2,,,,1.80,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:12 POS:08,MFV 01000,2.4,7/23/2014 15:53,7/23/2014 16:06,0:12:48,"5/16""",,,0.00,2.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,81,MFV 01000,BLK:23 PLN:12 POS:08,246.70,,
T64-B11,WT-169:SO53,galvin,cole,8,BLK:23 PLN:12 POS:09,MFV 01021,246.1,1/21/2014 17:51,1/21/2014 20:14,2:22:44,20 min.delay due to hot oil.,,,,246.10,T64-B11,WT-165:S056,galvin,tommy,10,BLK:23 PLN:12 POS:09,MFV 01021,1.3,1/30/2014 1:53,1/30/2014 1:59,0:06:18,,,,,1.30,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:12 POS:09,MFV 01021,0.7,7/23/2014 12:50,7/23/2014 12:54,0:03:55,"1/4""",,,0.00,0.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,82,MFV 01021,BLK:23 PLN:12 POS:09,248.10,,
T-64-B11,WT-165:S055,galvin,cole,8,BLK:23 PLN:12 POS:10,MFV 09829,238.6,1/21/2014 22:35,1/22/2014 0:39,2:04:39,,,,,238.60,T64-B11,WT-165:S056,galvin,tommy,10,BLK:23 PLN:12 POS:10,MFV 09829,0.6,1/30/2014 0:38,1/30/2014 0:40,0:01:20,,,,,0.60,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:12 POS:10,MFV 09829,4,7/23/2014 9:24,7/23/2014 9:42,0:17:32,"1 7/16""",,,0.00,4.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,83,MFV 09829,BLK:23 PLN:12 POS:10,243.20,,
T64-B11,WT-166:SO57,galvin,cole,8,BLK:23 PLN:12 POS:11,MFV 09153,47.8,1/22/2014 2:49,1/22/2014 9:49,6:59:58,forty min to swap tanker,T64-B11,WT-166:SO57,186.7,234.50,T64-B11,WT-165:S056,galvin,tommy,10,BLK:23 PLN:12 POS:11,MFV 09153,0.2,1/29/2014 23:30,1/29/2014 23:33,0:02:57,,,,,0.20,T64-B13,WT169:S064,Jay/John,Cole,1,BLK:23 PLN:12 POS:11,MFV 09153,4.9,7/21/2014 12:17,7/21/2014 12:37,0:20:43,1 1/2 inch,,,0.00,4.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,84,MFV 09153,BLK:23 PLN:12 POS:11,239.60,,
T059-B10,WT-163:SO54,larry,don,8,BLK:23 PLN:14 POS:00,MFV 00136,250.2,1/14/2014 15:56,1/14/2014 18:42,2:46:21,one hr delay prime pump and setup LL4,,,,250.20,T64-B11,WT-165:S056,galvin,tommy,10,BLK:23 PLN:14 POS:00,MFV 00136,2.2,1/30/2014 18:42,1/30/2014 18:49,0:06:55,,,,,2.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,85,MFV 00136,BLK:23 PLN:14 POS:00,252.40,,
T059-B10,WT-163:S054,galvin,tommy,8,BLK:23 PLN:14 POS:01,MFV 01847,245.2,1/14/2014 20:25,1/14/2014 22:08,1:42:16,,,,,245.20,T64-B11,WT-165:S056,galvin,tommy,10,BLK:23 PLN:14 POS:01,MFV 01847,4.3,1/30/2014 17:21,1/30/2014 17:34,0:12:42,,,,,4.30,T64-B13,WT169:S064,Larry,Cole,9,BLK:23 PLN:14 POS:01,MFV 01847,0.6,7/29/2014 8:18,7/29/2014 8:23,0:04:35,"1/8""",,,0.00,0.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,86,MFV 01847,BLK:23 PLN:14 POS:01,250.10,,
T64-B11,WT-166:S056,galvin,tommy,8,BLK:23 PLN:14 POS:02,MFV 00135,248.8,1/15/2014 1:57,,,25min. Delay moved to ll3.,,,,248.80,T64-B11,WT-165:S056,larry,don,10,BLK:23 PLN:14 POS:02,MFV 00135,1,1/30/2014 16:05,1/30/2014 16:17,0:12:13,,,,,1.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,87,MFV 00135,BLK:23 PLN:14 POS:02,249.80,,
T64-B11,WT-166:S056,don ,larry,8,BLK:23 PLN:14 POS:03,MFV 01849,196.5,1/15/2014 9:22,1/15/2014 12:05,2:43:41,swap,T59-B10,WT-168:S028,47.4,243.90,T64-B11,WT-165:S056,larry,don,10,BLK:23 PLN:14 POS:03,MFV 01849,1.3,1/30/2014 14:47,1/30/2014 14:49,0:02:35,delay 30 min unable to find bluetooth,,,,1.30,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:14 POS:03,MFV 01849,2.2,7/28/2014 13:31,7/28/2014 13:39,0:08:18,"1/4""",,,0.00,2.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,88,MFV 01849,BLK:23 PLN:14 POS:03,247.40,,
T59-B10,WT-168:S028,don ,larry,8,BLK:23 PLN:14 POS:04,MFV 00122,246.5,1/15/2014 13:41,1/15/2014 15:32,1:51:02,,,,,246.50,T64-B11,WT-165:S056,larry,don,10,BLK:23 PLN:14 POS:04,MFV 00122,5.1,1/30/2014 13:44,1/30/2014 13:52,0:08:39,,,,,5.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,89,MFV 00122,BLK:23 PLN:14 POS:04,251.60,,
T59-B10,WT-168:S028,galvin,cole,8,BLK:23 PLN:14 POS:05,MFV 03125,46.7,1/15/2014 18:25,1/15/2014 21:59,3:34:00,1hr .50min. Delay due to swap and cold oil.,T64-B11,WT-165:S056,199.3,246.00,T64-B11,WT-165:S056,larry,don,10,BLK:23 PLN:14 POS:05,MFV 03125,3.8,1/30/2014 12:06,1/30/2014 12:13,0:06:44,delay 45 min setup on LL3,,,,3.80,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:14 POS:05,MFV 03125,0.7,7/25/2014 15:49,7/25/2014 15:56,0:07:34,"1/2""",,,0.00,0.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,90,MFV 03125,BLK:23 PLN:14 POS:05,250.50,,
T64-B11,WT-165:S056,galvin,cole,8,BLK:23 PLN:14 POS:06,MFV 03387,241.4,1/16/2014 1:00,1/16/2014 2:52,1:51:51,pumped tanker 165 dry at 7:30 am,,,,241.40,T64-B11,WT-165:S056,larry,don,10,BLK:23 PLN:14 POS:06,MFV 03387,2.7,1/30/2014 10:30,1/30/2014 10:35,0:05:00,,,,,2.70,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:14 POS:06,MFV 03387,2.6,7/25/2014 10:29,7/25/2014 10:40,0:11:04,"1 1/4""",,,0.00,2.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,91,MFV 03387,BLK:23 PLN:14 POS:06,246.70,,
T64-B11,WT-116:SO54,galvin,tommy,8,BLK:23 PLN:14 POS:07,MFV 10038,241.6,1/16/2014 17:43,1/16/2014 19:43,1:59:45,,,,,241.60,T64-B11,WT-165:S056,larry,don,10,BLK:23 PLN:14 POS:07,MFV 10038,0.6,1/30/2014 8:55,1/30/2014 8:58,0:02:40,,,,,0.60,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:14 POS:07,MFV 10038,2.2,7/24/2014 10:34,7/24/2014 10:44,0:09:39,"1 1/8""",,,0.00,2.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,92,MFV 10038,BLK:23 PLN:14 POS:07,244.40,,
T64-B11,WT-116:SO54,galvin,tommy,8,BLK:23 PLN:14 POS:08,MFV 09944,241.7,1/16/2014 21:41,1/21/2014 11:06,109:25:43,swap stopped filling at 11:45 pm. No oil.,T64-B11,WT-169:SO53,1,242.70,T64-B11,WT-165:S056,larry,don,10,BLK:23 PLN:14 POS:08,MFV 09944,2.3,1/30/2014 7:58,1/30/2014 8:04,0:05:40,delay 30 min for setup on LL2,,,,2.30,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:14 POS:08,MFV 09944,1.5,7/23/2014 15:43,7/23/2014 15:52,0:08:52,"1/4""",,,0.00,1.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,93,MFV 09944,BLK:23 PLN:14 POS:08,246.50,,
T64-B11,WT-169:SO53,larry,don,8,BLK:23 PLN:14 POS:09,MFV 00125,248.2,1/21/2014 14:43,1/21/2014 17:51,3:07:51,one hr to move to LL1,,,,248.20,T64-B11,WT-165:S056,galvin,tommy,10,BLK:23 PLN:14 POS:09,MFV 00125,1.2,1/30/2014 1:49,1/30/2014 1:52,0:03:47,,,,,1.20,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:14 POS:09,MFV 00125,2,7/23/2014 12:39,7/23/2014 12:49,0:09:59,"1""",,,0.00,2.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,94,MFV 00125,BLK:23 PLN:14 POS:09,251.40,,
T64-B11,WT-169:SO53,galvin,cole,8,BLK:23 PLN:14 POS:10,MFV 09163,66.1,1/21/2014 20:14,1/21/2014 22:34,2:20:03,SWAP,T-64-B11,WT-165:S055,179.5,245.60,T64-B11,WT-165:S056,galvin,tommy,10,BLK:23 PLN:14 POS:10,MFV 09163,1.4,1/30/2014 0:35,1/30/2014 0:37,0:01:46,,,,,1.40,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:14 POS:10,MFV 09163,2.1,7/23/2014 9:15,7/23/2014 9:24,0:08:53,"1 7/8""",,,0.00,2.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,95,MFV 09163,BLK:23 PLN:14 POS:10,249.10,,
T-64-B11,WT-165:S055,galvin,cole,8,BLK:23 PLN:14 POS:11,MFV 09175,243.7,1/22/2014 0:40,1/22/2014 2:49,2:08:56,,,,,243.70,T64-B11,WT-165:S056,galvin,tommy,10,BLK:23 PLN:14 POS:11,MFV 09175,1.9,1/29/2014 23:15,1/29/2014 23:29,0:14:36,,,,,1.90,T64-B13,WT169:S064,Jay/John,Cole,1,BLK:23 PLN:14 POS:11,MFV 09175,2.7,7/21/2014 11:23,7/21/2014 12:16,0:52:19,1 1/4 inch,,,0.00,2.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,96,MFV 09175,BLK:23 PLN:14 POS:11,248.30,,
T059-B10,WT-163:S054,galvin,tommy,7,BLK:23 PLN:16 POS:00,MFV 00073,247.3,1/14/2014 18:37,1/14/2014 20:22,1:45:29,,,,,247.30,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:16 POS:00,MFV 00073,3.1,1/30/2014 19:25,1/30/2014 19:33,0:07:36,,,,,3.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,97,MFV 00073,BLK:23 PLN:16 POS:00,250.40,,
T059-B10,WT-163:S054,galvin,tommy,7,BLK:23 PLN:16 POS:01,MFV 03494,163.7,1/14/2014 21:59,1/15/2014 0:17,2:17:55,swap 20min.,T64-B11,WT-166:S056,78.1,241.80,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:16 POS:01,MFV 03494,0.7,1/30/2014 18:07,1/30/2014 18:10,0:02:47,,,,,0.70,T64-B13,WT169:S064,Larry,Cole,9,BLK:23 PLN:16 POS:01,MFV 03494,1.1,7/29/2014 8:12,7/29/2014 8:17,0:05:50,"1/4""",,,0.00,1.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,98,MFV 03494,BLK:23 PLN:16 POS:01,243.60,,
T64-B11,WT-166:S056,don ,larry,7,BLK:23 PLN:16 POS:02,MFV 09951,243.2,1/15/2014 7:30,1/15/2014 9:22,1:52:18,,,,,243.20,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:16 POS:02,MFV 09951,3.2,1/30/2014 15:36,1/30/2014 15:41,0:05:34,,,,,3.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,99,MFV 09951,BLK:23 PLN:16 POS:02,246.40,,
T59-B10,WT-168:S028,don ,larry,7,BLK:23 PLN:16 POS:03,MFV 05905,244.2,1/15/2014 11:55,1/15/2014 13:36,1:41:20,,,,,244.20,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:16 POS:03,MFV 05905,4.4,1/30/2014 14:24,1/30/2014 14:30,0:06:35,delay 30 min unable to find bluetooth,,,,4.40,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:16 POS:03,MFV 05905,,,,,full,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,100,MFV 05905,BLK:23 PLN:16 POS:03,248.60,,
T59-B10,WT-168:S028,don ,larry,7,BLK:23 PLN:16 POS:04,MFV 10047,240.4,1/15/2014 15:25,1/15/2014 18:30,3:05:22,,,,,240.40,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:16 POS:04,MFV 10047,1.6,1/30/2014 13:03,1/30/2014 13:08,0:04:21,,,,,1.60,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:16 POS:04,MFV 10047,3.2,7/28/2014 9:12,7/28/2014 9:21,0:08:54,"3/4""",,,0.00,3.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,101,MFV 10047,BLK:23 PLN:16 POS:04,245.20,,
T64-B11,WT-165:S056,galvin,cole,7,BLK:23 PLN:16 POS:05,MFV 09953,242.8,1/15/2014 22:03,1/16/2014 0:01,1:58:30,,,,,242.80,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:16 POS:05,MFV 09953,1.8,1/30/2014 11:33,1/30/2014 11:37,0:04:08,delay 45 min setup on LL3,,,,1.80,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:16 POS:05,MFV 09953,1.1,7/25/2014 15:34,7/25/2014 15:48,0:14:07,1/4',,,0.00,1.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,102,MFV 09953,BLK:23 PLN:16 POS:05,245.70,,
T64-B11,WT-116:SO54,galvin,cole,7,BLK:23 PLN:16 POS:06,MFV 09994,104.4,1/16/2014 2:57,1/16/2014 17:48,14:50:32,swap,T64-B11,WT-165:S056,135.9,240.30,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:16 POS:06,MFV 09994,2.6,1/30/2014 9:57,1/30/2014 10:02,0:04:44,,,,,2.60,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:16 POS:06,MFV 09994,2.4,7/25/2014 10:15,7/25/2014 10:28,0:12:57,"1""",,,0.00,2.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,103,MFV 09994,BLK:23 PLN:16 POS:06,245.30,,
T64-B11,WT-116:SO54,galvin,tommy,7,BLK:23 PLN:16 POS:07,MFV 03542,241.4,1/16/2014 19:49,1/16/2014 21:44,1:55:20,,,,,241.40,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:16 POS:07,MFV 03542,2.6,1/30/2014 8:28,1/30/2014 8:32,0:04:39,,,,,2.60,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:16 POS:07,MFV 03542,4.1,7/24/2014 10:18,7/24/2014 10:28,0:09:35,"1 1/2""",,,0.00,4.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,104,MFV 03542,BLK:23 PLN:16 POS:07,248.10,,
T64-B11,WT-169:SO53,larry,don,7,BLK:23 PLN:16 POS:08,MFV 03673,234,1/21/2014 11:02,1/21/2014 13:11,2:08:40,15 min delay for warm oil,,,,234.00,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:16 POS:08,MFV 03673,4.1,1/30/2014 7:15,1/30/2014 7:26,0:11:17,delay 30 min for setup on LL2,,,,4.10,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:16 POS:08,MFV 03673,3.3,7/23/2014 15:27,7/23/2014 15:42,0:15:11,"1 1/16""",,,0.00,3.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,105,MFV 03673,BLK:23 PLN:16 POS:08,241.40,,
T64-B11,WT-169:SO53,galvin,cole,7,BLK:23 PLN:16 POS:09,MFV 00962,241.6,1/21/2014 17:40,1/21/2014 19:52,2:12:04,20 min.delay due to hot oil.,,,,241.60,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:16 POS:09,MFV 00962,2.5,1/30/2014 2:33,1/30/2014 2:41,0:07:45,,,,,2.50,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:16 POS:09,MFV 00962,2.3,7/23/2014 12:28,7/23/2014 12:39,0:10:41,"2""",,,0.00,2.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,106,MFV 00962,BLK:23 PLN:16 POS:09,246.40,,
T-64-B11,WT-165:S055,galvin,cole,7,BLK:23 PLN:16 POS:10,MFV 09397,233.6,1/21/2014 22:08,1/22/2014 0:08,1:59:33,,,,,233.60,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:16 POS:10,MFV 09397,2,1/30/2014 1:09,1/30/2014 1:15,0:06:28,,,,,2.00,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:16 POS:10,MFV 09397,3.9,7/23/2014 8:05,7/23/2014 9:13,1:08:19,"1 3/4""",,,0.00,3.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,107,MFV 09397,BLK:23 PLN:16 POS:10,239.50,,
T64-B11,WT-166:SO57,galvin,cole,7,BLK:23 PLN:16 POS:11,MFV 03713,17.5,1/22/2014 2:37,1/22/2014 9:34,6:57:07,forty min to swap tanker,T64-B11,WT-166:SO57,220.5,238.00,T64-B11,WT-165:S056,galvin,tommy,1,BLK:23 PLN:16 POS:11,MFV 03713,3.1,1/30/2014 0:00,1/30/2014 0:11,0:11:09,,,,,3.10,T64-B13,WT169:S064,Jay/John,Cole,1,BLK:23 PLN:16 POS:11,MFV 03713,3.7,7/21/2014 11:05,7/21/2014 11:22,0:17:07,1/4 inch,,,0.00,3.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,108,MFV 03713,BLK:23 PLN:16 POS:11,244.80,,
T059-B10,WT-163:SO54,larry,don,7,BLK:23 PLN:18 POS:00,MFV 03510,238.2,1/14/2014 15:55,1/14/2014 18:36,2:41:22,one hr delay prime pump and setup LL4,,,,238.20,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:18 POS:00,MFV 03510,2.5,1/30/2014 19:18,1/30/2014 19:25,0:07:14,,,,,2.50,T64-B13,WT169:S064,Larry,Cole,9,BLK:23 PLN:18 POS:00,MFV 03510,1.5,7/29/2014 10:43,7/29/2014 10:53,0:10:00,"1/2""",,,0.00,1.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,109,MFV 03510,BLK:23 PLN:18 POS:00,242.20,,
T059-B10,WT-163:S054,galvin,tommy,7,BLK:23 PLN:18 POS:01,MFV 10034,232.7,1/14/2014 20:23,1/14/2014 21:58,1:35:30,,,,,232.70,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:18 POS:01,MFV 10034,2.9,1/30/2014 17:59,1/30/2014 18:06,0:07:01,,,,,2.90,T64-B13,WT169:S064,Larry,Cole,9,BLK:23 PLN:18 POS:01,MFV 10034,2.8,7/29/2014 7:57,7/29/2014 8:10,0:13:04,"1/4""",,,0.00,2.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,110,MFV 10034,BLK:23 PLN:18 POS:01,238.40,,
T64-B11,WT-166:S056,galvin,tommy,7,BLK:23 PLN:18 POS:02,MFV 09883,242.5,1/15/2014 1:57,,,25min. Delay moved to ll3.,,,,242.50,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:18 POS:02,MFV 09883,1,1/30/2014 15:42,1/30/2014 15:44,0:02:36,,,,,1.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,111,MFV 09883,BLK:23 PLN:18 POS:02,243.50,,
T64-B11,WT-166:S056,don ,larry,7,BLK:23 PLN:18 POS:03,MFV 10026,197.7,1/15/2014 9:23,1/15/2014 12:05,2:42:50,swap,T59-B10,WT-168:S028,45.8,243.50,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:18 POS:03,MFV 10026,2.1,1/30/2014 14:31,1/30/2014 14:34,0:03:01,delay 30 min unable to find bluetooth,,,,2.10,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:18 POS:03,MFV 10026,2.6,7/28/2014 13:13,7/28/2014 13:27,0:13:51,"1/4""",,,0.00,2.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,112,MFV 10026,BLK:23 PLN:18 POS:03,248.20,,
