Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Comment,Fill 1: 3rd Tanker Batch,Fill 1: 3rd Tanker,Fill 1: Amount from 3rd Tanker (gal),Comment,Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Comments,Fill 2: 3rd Tanker Batch,Fill 2: 3rd Tanker,Fill 2: Amount from 3rd Tanker (gal),Comments,Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill,
T64-B12,WT-165:S061,galvin,tommy,12,BLK:26 PLN:00 POS:06,MFV 10950,244.6,3/7/2014 8:06,3/7/2014 10:02,1:55:34,,,,,,,,,,244.6,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:00 POS:06,MFV 10950,1.5,3/26/2014 15:32,3/26/2014 15:36,0:04:08,,,,,,,,,,1.5,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:00 POS:06,MFV 10950,1.6,8/5/2014 13:02,8/5/2014 13:11,0:09:19,"1/2""",,,0.00,1.60,,,,,,,,0.00,,,,,,,0.00,0.00,,112,MFV 10950,BLK:26 PLN:00 POS:06,247.70,
T64-B12,WT-165:S061,galvin,tommy,1,BLK:26 PLN:30 POS:07,MFV 10190,241.1,3/7/2014 10:02,3/7/2014 12:04,2:01:42,,,,,,,,,,241.1,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:30 POS:07,MFV 10190,3.6,3/26/2014 10:47,3/26/2014 10:53,0:05:39,,,,,,,,,,3.6,T64-B13,WT169:S064,Jay,Brent,2,BLK:26 PLN:30 POS:07,MFV 10190,0.8,8/5/2014 10:03,8/5/2014 10:08,0:04:49,"1/16""",,,0.00,0.80,,,,,,,,0.00,,,,,,,0.00,0.00,,113,MFV 10190,BLK:26 PLN:30 POS:07,245.50,
T64-B12,WT-165:S061,galvin,tommy,4,BLK:26 PLN:26 POS:07,MFV 10594,237.2,3/7/2014 10:02,3/7/2014 12:01,1:59:29,,,,,,,,,,237.2,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:26 POS:07,MFV 10594,4.6,3/26/2014 11:01,3/26/2014 11:08,0:07:03,,,,,,,,,,4.6,T64-B13,WT169:S064,Jay,Brent,2,BLK:26 PLN:26 POS:07,MFV 10594,2.3,8/5/2014 10:21,8/5/2014 10:37,0:16:20,"1/2""",,,0.00,2.30,,,,,,,,0.00,,,,,,,0.00,0.00,,114,MFV 10594,BLK:26 PLN:26 POS:07,244.10,
T64-B12,WT-165:S061,galvin,tommy,3,BLK:26 PLN:22 POS:07,MFV 10679,235.8,3/7/2014 10:02,3/7/2014 12:01,1:59:27,,,,,,,,,,235.8,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:22 POS:07,MFV 10679,6,3/26/2014 11:18,3/26/2014 11:27,0:09:12,,,,,,,,,,6,T64-B13,WT169:S064,Jay,Brent,2,BLK:26 PLN:22 POS:07,MFV 10679,1.9,8/5/2014 10:49,8/5/2014 10:58,0:09:19,"3/8""",,,0.00,1.90,,,,,,,,0.00,,,,,,,0.00,0.00,,115,MFV 10679,BLK:26 PLN:22 POS:07,243.70,
T64-B12,WT-165:S061,galvin,tommy,5,BLK:26 PLN:18 POS:07,MFV 10127,236.7,3/7/2014 10:02,3/7/2014 12:13,2:10:31,,,,,,,,,,236.7,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:18 POS:07,MFV 10127,1.7,3/26/2014 11:36,3/26/2014 11:39,0:03:33,,,,,,,,,,1.7,T64-B13,WT169:S064,Cole,Perko,12,BLK:26 PLN:18 POS:07,MFV 10127,1.6,8/4/2014 16:13,8/4/2014 16:21,0:08:10,"1/8""",,,0.00,1.60,,,,,,,,0.00,,,,,,,0.00,0.00,,116,MFV 10127,BLK:26 PLN:18 POS:07,240.00,
T64-B12,WT-165:S061,galvin,tommy,8,BLK:26 PLN:14 POS:07,MFV 10781,231.2,3/7/2014 10:02,3/7/2014 11:57,1:55:04,,,,,,,,,,231.2,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:14 POS:07,MFV 10781,5.5,3/26/2014 10:47,3/26/2014 10:55,0:08:06,,,,,,,,,,5.5,T64-B13,WT169:S064,Cole,Perko,12,BLK:26 PLN:14 POS:07,MFV 10781,3.2,8/4/2014 15:30,8/4/2014 15:46,0:15:23,"3/4""",,,0.00,3.20,,,,,,,,0.00,,,,,,,0.00,0.00,,117,MFV 10781,BLK:26 PLN:14 POS:07,239.90,
T64-B12,WT-165:S061,galvin,tommy,10,BLK:26 PLN:10 POS:07,MFV 10762,235.3,3/7/2014 10:02,3/7/2014 11:57,1:55:01,,,,,,,,,,235.3,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:10 POS:07,MFV 10762,5.6,3/26/2014 10:59,3/26/2014 11:10,0:10:04,,,,,,,,,,5.6,T64-B13,WT169:S064,Cole,Perko,4,BLK:26 PLN:10 POS:07,MFV 10762,3,8/4/2014 14:02,8/4/2014 14:18,0:16:25,"1""",,,0.00,3.00,,,,,,,,0.00,,,,,,,0.00,0.00,,118,MFV 10762,BLK:26 PLN:10 POS:07,243.90,
T64-B12,WT-165:S061,galvin,tommy,11,BLK:26 PLN:06 POS:07,MFV 10790,232.4,3/7/2014 10:08,3/7/2014 11:59,1:51:12,,,,,,,,,,232.4,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:06 POS:07,MFV 10790,18.7,3/26/2014 11:17,3/26/2014 11:43,0:25:35,,,,,,,,,,18.7,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,119,MFV 10790,BLK:26 PLN:06 POS:07,251.10,
T64-B12,WT-165:S061,galvin,tommy,12,BLK:26 PLN:02 POS:07,MFV 10865,231.4,3/7/2014 10:02,3/7/2014 11:59,1:56:36,,,,,,,,,,231.4,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:02 POS:07,MFV 10865,5.2,3/26/2014 12:51,3/26/2014 12:59,0:07:56,,,,,,,,,,5.2,T64-B13,WT169:S064,Cole,Perko,4,BLK:26 PLN:02 POS:07,MFV 10865,4,8/4/2014 13:17,8/4/2014 13:37,0:19:48,"1/8""",,,0.00,4.00,,,,,,,,0.00,,,,,,,0.00,0.00,,120,MFV 10865,BLK:26 PLN:02 POS:07,240.60,
T64-B12,WT-165:S061,galvin,tommy,1,BLK:26 PLN:28 POS:07,MFV 10604,155,3/7/2014 12:04,,,swap,T64-B12,WT-166:S063,70.6,Cold Oil Delay,,,,,225.6,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:28 POS:07,MFV 10604,4.6,3/26/2014 10:53,3/26/2014 11:01,0:07:44,,,,,,,,,,4.6,T64-B13,WT169:S064,Jay,Brent,2,BLK:26 PLN:28 POS:07,MFV 10604,2.7,8/5/2014 10:08,8/5/2014 10:20,0:11:56,"1/2""",,,0.00,2.70,,,,,,,,0.00,,,,,,,0.00,0.00,,121,MFV 10604,BLK:26 PLN:28 POS:07,232.90,
T64-B12,WT-165:S061,galvin,tommy,4,BLK:26 PLN:24 POS:07,MFV 10146,160.1,3/7/2014 12:02,,,,T64-B12,WT-166:S063,74.6,Cold Oil Delay,,,,,234.7,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:24 POS:07,MFV 10146,5.7,3/26/2014 11:08,3/26/2014 11:18,0:10:10,,,,,,,,,,5.7,T64-B13,WT169:S064,Jay,Brent,2,BLK:26 PLN:24 POS:07,MFV 10146,2.4,8/5/2014 10:39,8/5/2014 10:48,0:09:18,"1/2""",,,0.00,2.40,,,,,,,,0.00,,,,,,,0.00,0.00,,122,MFV 10146,BLK:26 PLN:24 POS:07,242.80,
T64-B12,WT-165:S061,galvin,tommy,3,BLK:26 PLN:20 POS:07,MFV 05818,159.1,3/7/2014 12:02,,,,T64-B12,WT-166:S063,70,Cold Oil Delay,,,,,229.1,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:20 POS:07,MFV 05818,5.3,3/26/2014 11:27,3/26/2014 11:36,0:08:15,,,,,,,,,,5.3,T64-B13,WT169:S064,Cole,Perko,12,BLK:26 PLN:20 POS:07,MFV 05818,2,8/4/2014 16:22,8/4/2014 16:29,0:07:23,"1/2""",,,0.00,2.00,,,,,,,,0.00,,,,,,,0.00,0.00,,123,MFV 05818,BLK:26 PLN:20 POS:07,236.40,
T64-B12,WT-165:S061,galvin,tommy,5,BLK:26 PLN:16 POS:07,MFV 10686,176,3/7/2014 12:13,,,,T64-B12,WT-166:S063,78,Cold Oil Delay,,,,,254,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:16 POS:07,MFV 10686,50.5,3/26/2014 11:39,3/26/2014 13:24,1:44:09,,,,,,,,,,50.5,T64-B13,WT169:S064,Cole,Perko,12,BLK:26 PLN:16 POS:07,MFV 10686,3.8,8/4/2014 15:54,8/4/2014 16:12,0:17:37,"5/8""",,,0.00,3.80,,,,,,,,0.00,,,,,,,0.00,0.00,,124,MFV 10686,BLK:26 PLN:16 POS:07,308.30,
T64-B12,WT-165:S061,galvin,tommy,8,BLK:26 PLN:12 POS:07,MFV 10751,174.1,3/7/2014 11:58,,,,T64-B12,WT-166:S063,69.2,Cold Oil Delay,,,,,243.3,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:12 POS:07,MFV 10751,1.8,3/26/2014 10:56,3/26/2014 10:59,0:03:53,,,,,,,,,,1.8,T64-B13,WT169:S064,Cole,Perko,12,BLK:26 PLN:12 POS:07,MFV 10751,2.5,8/4/2014 15:14,8/4/2014 15:28,0:14:10,"7/8""",,,0.00,2.50,,,,,,,,0.00,,,,,,,0.00,0.00,,125,MFV 10751,BLK:26 PLN:12 POS:07,247.60,
T64-B12,WT-165:S061,galvin,tommy,10,BLK:26 PLN:08 POS:07,MFV 10704,175.8,3/7/2014 11:58,,,,T64-B12,WT-166:S063,56.8,Cold Oil Delay,,,,,232.6,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:08 POS:07,MFV 10704,4.7,3/26/2014 11:10,3/26/2014 11:17,0:07:20,,,,,,,,,,4.7,T64-B13,WT169:S064,Cole,Perko,4,BLK:26 PLN:08 POS:07,MFV 10704,3.6,8/4/2014 13:23,8/4/2014 13:58,0:35:35,"1 1/8""",,,0.00,3.60,,,,,,,,0.00,,,,,,,0.00,0.00,,126,MFV 10704,BLK:26 PLN:08 POS:07,240.90,
T64-B12,WT-165:S061,galvin,tommy,11,BLK:26 PLN:04 POS:07,MFV 10773,172.4,3/7/2014 12:00,,,,T64-B12,WT-166:S063,73,Cold Oil Delay,,,,,245.4,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:04 POS:07,MFV 10773,19.8,3/26/2014 11:43,3/26/2014 12:51,1:08:34,,,,,,,,,,19.8,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,0.00,0.00,,127,MFV 10773,BLK:26 PLN:04 POS:07,265.20,
T64-B12,WT-165:S061,galvin,tommy,12,BLK:26 PLN:00 POS:07,MFV 10926,168.6,3/7/2014 11:59,,,,T64-B12,WT-166:S063,72.2,Cold Oil Delay,,,,,240.8,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:00 POS:07,MFV 10926,1.6,3/26/2014 12:59,3/26/2014 13:03,0:03:53,,,,,,,,,,1.6,T64-B13,WT169:S064,Cole,Perko,4,BLK:26 PLN:00 POS:07,MFV 10926,1.8,8/4/2014 13:05,8/4/2014 13:14,0:08:56,"1/4""",,,0.00,1.80,,,,,,,,0.00,,,,,,,0.00,0.00,,128,MFV 10926,BLK:26 PLN:00 POS:07,244.20,
T64-B12,WT-166:S063,wood,larry,1,BLK:26 PLN:30 POS:08,MFV 10559,245.7,3/10/2014 7:06,3/10/2014 9:08,2:01:47,,,,,,,,,,245.7,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:30 POS:08,MFV 10559,1.8,3/26/2014 8:45,3/26/2014 8:54,0:09:16,,,,,,,,,,1.8,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:30 POS:08,MFV 10559,1.6,8/5/2014 12:37,8/5/2014 12:44,0:06:39,"3/8""",,,0.00,1.60,,,,,,,,0.00,,,,,,,0.00,0.00,,129,MFV 10559,BLK:26 PLN:30 POS:08,249.10,
T64-B12,WT-166:S063,wood,larry,4,BLK:26 PLN:26 POS:08,MFV 10597,238.9,3/10/2014 7:06,3/10/2014 9:07,2:00:26,,,,,,,,,,238.9,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:26 POS:08,MFV 10597,4.7,3/26/2014 9:44,3/26/2014 9:51,0:06:58,,,,,,,,,,4.7,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:26 POS:08,MFV 10597,2.3,8/5/2014 11:12,8/5/2014 11:21,0:08:59,"1/2""",,,0.00,2.30,,,,,,,,0.00,,,,,,,0.00,0.00,,130,MFV 10597,BLK:26 PLN:26 POS:08,245.90,
T64-B12,WT-166:S063,wood,larry,3,BLK:26 PLN:22 POS:08,MFV 10650,238.9,3/10/2014 7:06,3/10/2014 9:08,2:01:28,,,,,,,,,,238.9,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:22 POS:08,MFV 10650,4.8,3/26/2014 10:03,3/26/2014 10:10,0:07:23,,,,,,,,,,4.8,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:22 POS:08,MFV 10650,2.2,8/5/2014 10:48,8/5/2014 10:59,0:10:33,"1/2""",,,0.00,2.20,,,,,,,,0.00,,,,,,,0.00,0.00,,131,MFV 10650,BLK:26 PLN:22 POS:08,245.90,
T64-B12,WT-166:S063,wood,larry,5,BLK:26 PLN:18 POS:08,MFV 10675,241.1,3/10/2014 7:06,3/10/2014 9:16,2:09:28,,,,,,,,,,241.1,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:18 POS:08,MFV 10675,4.8,3/26/2014 10:24,3/26/2014 10:32,0:07:28,,,,,,,,,,4.8,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:18 POS:08,MFV 10675,2,8/5/2014 10:26,8/5/2014 10:37,0:11:01,"3/8""",,,0.00,2.00,,,,,,,,0.00,,,,,,,0.00,0.00,,132,MFV 10675,BLK:26 PLN:18 POS:08,247.90,
T64-B12,WT-166:S063,wood,larry,8,BLK:26 PLN:14 POS:08,MFV 10576,227.8,3/10/2014 7:06,3/10/2014 9:01,1:54:41,,,,,,,,,,227.8,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:14 POS:08,MFV 10576,4.2,3/26/2014 8:45,3/26/2014 8:51,0:06:35,,,,,,,,,,4.2,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:14 POS:08,MFV 10576,4,8/5/2014 9:54,8/5/2014 10:09,0:15:18,"1""",,,0.00,4.00,,,,,,,,0.00,,,,,,,0.00,0.00,,133,MFV 10576,BLK:26 PLN:14 POS:08,236.00,
T64-B12,WT-166:S063,wood,larry,10,BLK:26 PLN:10 POS:08,MFV 10776,229.1,3/10/2014 7:06,3/10/2014 9:01,1:54:39,,,,,,,,,,229.1,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:10 POS:08,MFV 10776,10.8,3/26/2014 9:33,3/26/2014 9:48,0:15:18,,,,,,,,,,10.8,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:10 POS:08,MFV 10776,3,8/5/2014 9:21,8/5/2014 9:32,0:11:14,"3/4""",,,0.00,3.00,,,,,,,,0.00,,,,,,,0.00,0.00,,134,MFV 10776,BLK:26 PLN:10 POS:08,242.90,
T64-B12,WT-166:S063,wood,larry,11,BLK:26 PLN:06 POS:08,MFV 10765,237.1,3/10/2014 7:06,3/10/2014 9:01,1:54:38,,,,,,,,,,237.1,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:06 POS:08,MFV 10765,0.6,3/26/2014 9:55,3/26/2014 9:59,0:03:24,,,,,,,,,,0.6,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:06 POS:08,MFV 10765,5.5,8/5/2014 7:48,8/5/2014 8:22,0:33:58,"1 1/4""",,,0.00,5.50,,,,,,,,0.00,,,,,,,0.00,0.00,,135,MFV 10765,BLK:26 PLN:06 POS:08,243.20,
T64-B12,WT-166:S063,wood,larry,12,BLK:26 PLN:02 POS:08,MFV 10876,233.2,3/10/2014 7:06,3/10/2014 9:03,1:56:15,,,,,,,,,,233.2,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:02 POS:08,MFV 10876,4.9,3/26/2014 10:04,3/26/2014 10:14,0:09:17,,,,,,,,,,4.9,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:02 POS:08,MFV 10876,3.4,8/5/2014 7:28,8/5/2014 7:41,0:12:45,"3/4""",,,0.00,3.40,,,,,,,,0.00,,,,,,,0.00,0.00,,136,MFV 10876,BLK:26 PLN:02 POS:08,241.50,
T64-B12,WT-166:S063,wood,larry,1,BLK:26 PLN:28 POS:08,MFV 10598,229.3,3/10/2014 9:08,3/10/2014 11:00,1:51:44,,,,,,,,,,229.3,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:28 POS:08,MFV 10598,7.3,3/26/2014 9:33,3/26/2014 9:44,0:10:27,,,,,,,,,,7.3,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:28 POS:08,MFV 10598,3.2,8/5/2014 12:24,8/5/2014 12:36,0:11:57,"3/4""",,,0.00,3.20,,,,,,,,0.00,,,,,,,0.00,0.00,,137,MFV 10598,BLK:26 PLN:28 POS:08,239.80,
T64-B12,WT-166:S063,wood,larry,4,BLK:26 PLN:24 POS:08,MFV 10670,233.5,3/10/2014 9:07,3/10/2014 11:02,1:55:18,,,,,,,,,,233.5,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:24 POS:08,MFV 10670,7.7,3/26/2014 9:51,3/26/2014 10:02,0:11:54,,,,,,,,,,7.7,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:24 POS:08,MFV 10670,2.8,8/5/2014 10:59,8/5/2014 11:10,0:10:57,"1/2""",,,0.00,2.80,,,,,,,,0.00,,,,,,,0.00,0.00,,138,MFV 10670,BLK:26 PLN:24 POS:08,244.00,
T64-B12,WT-166:S063,wood,larry,3,BLK:26 PLN:20 POS:08,MFV 10695,230.2,3/10/2014 9:08,3/10/2014 11:02,1:54:24,,,,,,,,,,230.2,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:20 POS:08,MFV 10695,9.6,3/26/2014 10:10,3/26/2014 10:24,0:14:06,,,,,,,,,,9.6,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:20 POS:08,MFV 10695,2.5,8/5/2014 10:39,8/5/2014 10:47,0:08:00,"1/2""",,,0.00,2.50,,,,,,,,0.00,,,,,,,0.00,0.00,,139,MFV 10695,BLK:26 PLN:20 POS:08,242.30,
T64-B12,WT-166:S063,wood,larry,5,BLK:26 PLN:16 POS:08,MFV 10668,240.6,3/10/2014 9:16,3/10/2014 11:14,1:57:42,,,,,,,,,,240.6,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:16 POS:08,MFV 10668,5.6,3/26/2014 10:32,3/26/2014 10:40,0:08:40,,,,,,,,,,5.6,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:16 POS:08,MFV 10668,3.3,8/5/2014 10:10,8/5/2014 10:23,0:13:01,"3/4""",,,0.00,3.30,,,,,,,,0.00,,,,,,,0.00,0.00,,140,MFV 10668,BLK:26 PLN:16 POS:08,249.50,
T64-B12,WT-166:S063,wood,larry,8,BLK:26 PLN:12 POS:08,MFV 05744,239.6,3/10/2014 9:01,3/10/2014 10:58,1:56:36,,,,,,,,,,239.6,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:12 POS:08,MFV 05744,4.6,3/26/2014 8:51,3/26/2014 8:58,0:06:57,,,,,,,,,,4.6,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:12 POS:08,MFV 05744,1.3,8/5/2014 9:32,8/5/2014 9:53,0:20:48,"1/4""",,,0.00,1.30,,,,,,,,0.00,,,,,,,0.00,0.00,,141,MFV 05744,BLK:26 PLN:12 POS:08,245.50,
T64-B12,WT-166:S063,wood,larry,10,BLK:26 PLN:08 POS:08,MFV 10726,237.5,3/10/2014 9:01,3/10/2014 11:01,1:59:55,,,,,,,,,,237.5,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:08 POS:08,MFV 10726,4.3,3/26/2014 9:48,3/26/2014 9:55,0:06:48,,,,,,,,,,4.3,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:08 POS:08,MFV 10726,2.5,8/5/2014 9:09,8/5/2014 9:20,0:11:19,"1/2""",,,0.00,2.50,,,,,,,,0.00,,,,,,,0.00,0.00,,142,MFV 10726,BLK:26 PLN:08 POS:08,244.30,
T64-B12,WT-166:S063,wood,larry,11,BLK:26 PLN:04 POS:08,MFV 10786,243.1,3/10/2014 9:01,3/10/2014 10:56,1:55:07,,,,,,,,,,243.1,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:04 POS:08,MFV 10786,2.4,3/26/2014 9:59,3/26/2014 10:04,0:05:28,,,,,,,,,,2.4,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:04 POS:08,MFV 10786,1.7,8/5/2014 7:41,8/5/2014 7:48,0:06:19,1/2'',,,0.00,1.70,,,,,,,,0.00,,,,,,,0.00,0.00,,143,MFV 10786,BLK:26 PLN:04 POS:08,247.20,
T64-B12,WT-166:S063,wood,larry,12,BLK:26 PLN:00 POS:08,MFV 10805,241.5,3/10/2014 9:03,3/10/2014 10:56,1:53:40,,,,,,,,,,241.5,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:00 POS:08,MFV 10805,1.8,3/26/2014 10:14,3/26/2014 10:18,0:04:33,,,,,,,,,,1.8,T64-B13,WT169:S064,Jay,Brent,12,BLK:26 PLN:00 POS:08,MFV 10805,2.2,8/5/2014 7:16,8/5/2014 7:28,0:11:06,"1/2""",,,0.00,2.20,,,,,,,,0.00,,,,,,,0.00,0.00,,144,MFV 10805,BLK:26 PLN:00 POS:08,245.50,
T64-B12,WT-166:S063,wood,larry,1,BLK:26 PLN:30 POS:09,MFV 10558,243.3,3/10/2014 11:54,3/10/2014 13:55,2:01:08,,,,,,,,,,243.3,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:30 POS:09,MFV 10558,3.5,3/26/2014 6:58,3/26/2014 7:09,0:10:52,,,,,,,,,,3.5,T64-B13,WT169:S064,Cole,Perko,4,BLK:26 PLN:30 POS:09,MFV 10558,2.4,8/4/2014 11:20,8/4/2014 11:29,0:08:55,"5/8""",,,0.00,2.40,,,,,,,,0.00,,,,,,,0.00,0.00,,145,MFV 10558,BLK:26 PLN:30 POS:09,249.20,
T64-B12,WT-166:S063,wood,larry,4,BLK:26 PLN:26 POS:09,MFV 10600,239,3/10/2014 11:54,3/10/2014 13:53,1:58:53,,,,,,,,,,239,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:26 POS:09,MFV 10600,5.1,3/26/2014 7:18,3/26/2014 7:28,0:09:19,,,,,,,,,,5.1,T64-B13,WT169:S064,Cole,Perko,4,BLK:26 PLN:26 POS:09,MFV 10600,3.2,8/4/2014 10:49,8/4/2014 11:06,0:17:31,"5/8""",,,0.00,3.20,,,,,,,,0.00,,,,,,,0.00,0.00,,146,MFV 10600,BLK:26 PLN:26 POS:09,247.30,
T64-B12,WT-166:S063,wood,larry,3,BLK:26 PLN:22 POS:09,MFV 10658,236.8,3/10/2014 11:54,3/10/2014 13:52,1:58:05,,,,,,,,,,236.8,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:22 POS:09,MFV 10658,5.3,3/26/2014 7:36,3/26/2014 7:44,0:07:56,,,,,,,,,,5.3,T64-B13,WT169:S064,Cole,Perko,4,BLK:26 PLN:22 POS:09,MFV 10658,3.7,8/4/2014 10:12,8/4/2014 10:26,0:14:24,"1""",,,0.00,3.70,,,,,,,,0.00,,,,,,,0.00,0.00,,147,MFV 10658,BLK:26 PLN:22 POS:09,245.80,
T64-B12,WT-166:S063,wood,larry,5,BLK:26 PLN:18 POS:09,MFV 10128,234.8,3/10/2014 11:54,3/10/2014 13:57,2:02:55,,,,,,,,,,234.8,T59-B12,WT-169:S061,wood,blackmer,1,BLK:26 PLN:18 POS:09,MFV 10128,4.2,3/26/2014 7:51,3/26/2014 7:57,0:06:27,,,,,,,,,,4.2,T64-B13,WT169:S064,Cole,Perko,4,BLK:26 PLN:18 POS:09,MFV 10128,5.9,8/4/2014 9:34,8/4/2014 9:52,0:17:58,"1 1/4""",,,0.00,5.90,,,,,,,,0.00,,,,,,,0.00,0.00,,148,MFV 10128,BLK:26 PLN:18 POS:09,244.90,
T64-B12,WT-166:S063,wood,larry,8,BLK:26 PLN:14 POS:09,MFV 10656,221.7,3/10/2014 11:54,3/10/2014 13:47,1:53:00,,,,,,,,,,221.7,T59-B12,WT-169:S061,wood,blackmer,3,BLK:26 PLN:14 POS:09,MFV 10656,5.8,3/26/2014 6:58,3/26/2014 7:10,0:11:53,,,,,,,,,,5.8,T64-B13,WT169:S064,Cole,Perko,4,BLK:26 PLN:14 POS:09,MFV 10656,7.7,8/4/2014 9:03,8/4/2014 9:22,0:19:39,"1 1/2""",,,0.00,7.70,,,,,,,,0.00,,,,,,,0.00,0.00,,149,MFV 10656,BLK:26 PLN:14 POS:09,235.20,
